N,K,time
2260000,77,107.639442
2261000,83,122.017029
2262000,69,131.431793
2263000,83,129.347015
2264000,82,132.046555
2265000,75,136.781082
2266000,762,118.006432
2267000,728,123.313522
2268000,2309,230.619324
2269000,675,126.222244
2270000,725,321.331360
2271000,682,127.687469
2272000,82,132.517899
2273000,2296,204.088852
2274000,88,135.179138
2275000,87,126.520676
2276000,73,142.472763
2277000,84,124.744850
2278000,74,126.930870
2279000,72,130.677612
2280000,74,134.403381
2281000,80,138.291641
2282000,711,126.548180
2283000,699,97.966888
2284000,2419,211.839417
2285000,80,117.617279
2286000,77,214.081970
2287000,82,126.038826
2288000,79,135.652588
2289000,73,115.382080
2290000,72,127.486191
2291000,82,133.753555
2292000,76,164.054962
2293000,78,131.190811
2294000,72,116.082031
2295000,747,118.302567
2296000,727,124.635216
2297000,729,129.535858
2298000,758,126.073067
2299000,707,147.305756
2300000,745,142.872360
2301000,79,129.793839
2302000,88,144.538910
2303000,75,151.121582
2304000,79,124.909576
2305000,70,130.699844
2306000,81,144.044815
2307000,73,129.508575
2308000,71,125.522530
2309000,79,137.743759
2310000,77,116.918488
2311000,84,145.095871
2312000,74,140.437592
2313000,67,130.763458
2314000,81,134.393997
2315000,75,141.018723
2316000,78,117.371964
2317000,70,124.134674
2318000,71,122.759911
2319000,80,138.878510
2320000,2341,217.382202
2321000,2366,201.802048
2322000,74,136.984924
2323000,731,140.853119
2324000,742,104.076515
2325000,714,112.111053
2326000,777,105.213020
2327000,737,163.625656
2328000,739,108.162117
2329000,727,117.922287
2330000,718,154.144226
2331000,744,107.058105
2332000,83,147.301117
2333000,85,130.819839
2334000,66,160.381073
2335000,83,144.891174
2336000,77,118.049393
2337000,73,121.387749
2338000,72,126.161995
2339000,71,128.822556
2340000,79,130.016678
2341000,82,121.986313
2342000,75,126.107590
2343000,83,141.726562
2344000,86,150.385239
2345000,74,130.380157
2346000,93,130.429642
2347000,82,135.291397
2348000,78,125.561325
2349000,73,120.785385
2350000,88,118.384071
2351000,69,120.787895
2352000,73,120.771790
2353000,2378,196.764786
2354000,78,117.126038
2355000,74,132.808304
2356000,88,113.484352
2357000,87,181.444473
2358000,70,150.952805
2359000,82,146.817749
2360000,72,148.396317
2361000,96,134.461273
2362000,81,121.579414
2363000,82,137.898666
2364000,76,127.729721
2365000,82,144.704819
2366000,87,149.287216
2367000,81,127.120247
2368000,76,150.621811
2369000,76,127.983650
2370000,76,127.773270
2371000,79,133.055298
2372000,83,153.116974
2373000,83,127.834923
2374000,86,133.106461
2375000,71,127.134300
2376000,76,140.723129
2377000,744,159.679977
2378000,2456,216.810150
2379000,76,117.382500
2380000,84,144.034073
2381000,80,146.535049
2382000,88,132.388718
2383000,756,146.718018
2384000,87,161.499924
2385000,88,138.275589
2386000,95,163.967957
2387000,87,127.437378
2388000,85,124.714981
2389000,79,136.434357
2390000,2415,198.447708
2391000,89,145.283279
2392000,86,119.547081
2393000,2414,226.145416
2394000,748,122.322723
2395000,81,134.181870
2396000,81,139.908554
2397000,87,148.637054
2398000,91,148.333466
2399000,93,118.409111
2400000,2430,194.183777
2401000,72,137.508804
2402000,75,151.804459
2403000,772,123.796387
2404000,82,164.241287
2405000,81,127.658516
2406000,231,156.587448
2407000,87,129.179901
2408000,98,131.828537
2409000,78,126.318375
2410000,79,111.389549
2411000,83,133.908752
2412000,777,114.627777
2413000,761,135.773758
2414000,779,152.867615
2415000,744,128.147476
2416000,750,125.263802
2417000,799,126.184013
2418000,74,141.329269
2419000,78,130.955811
2420000,79,141.430511
2421000,84,137.509857
2422000,74,131.849060
2423000,81,123.864243
2424000,83,130.534149
2425000,74,127.109390
2426000,83,137.999725
2427000,99,133.213043
2428000,81,148.553223
2429000,70,170.787186
2430000,92,168.185226
2431000,89,115.416634
2432000,90,132.491852
2433000,80,155.752304
2434000,79,148.902878
2435000,93,134.990891
2436000,78,133.841583
2437000,2469,230.041260
2438000,84,147.823990
2439000,87,153.562332
2440000,81,139.878937
2441000,100,131.541428
2442000,88,140.624115
2443000,93,123.344398
2444000,89,149.337204
2445000,78,139.708740
2446000,80,177.779266
2447000,776,101.135529
2448000,772,90.485344
2449000,102,153.432098
2450000,83,136.969177
2451000,83,132.397141
2452000,83,165.979828
2453000,80,125.831642
2454000,85,122.861046
2455000,69,136.140762
2456000,99,141.647110
2457000,81,131.833420
2458000,70,180.590302
2459000,74,136.000198
2460000,72,143.415710
2461000,84,136.805099
2462000,84,136.105637
2463000,82,156.172714
2464000,85,156.563553
2465000,83,118.605850
2466000,798,150.713638
2467000,795,150.698242
2468000,88,145.622681
2469000,68,135.897476
2470000,2491,179.965378
2471000,95,122.539185
2472000,97,157.957367
2473000,76,159.606186
2474000,90,132.801697
2475000,90,139.584061
2476000,92,129.781219
2477000,84,185.089310
2478000,95,118.703888
2479000,2505,215.121353
2480000,775,181.536133
2481000,84,174.463318
2482000,82,135.197052
2483000,72,145.994751
2484000,88,141.266312
2485000,92,161.504379
2486000,80,154.389938
2487000,709,145.491669
2488000,2516,187.380814
2489000,2511,199.227478
2490000,2526,230.732056
2491000,90,138.740097
2492000,751,184.168472
2493000,80,155.226227
2494000,81,135.414978
2495000,100,208.948380
2496000,88,123.523849
2497000,90,153.522919
2498000,85,134.435226
2499000,90,132.564087
2500000,82,127.939690
2501000,80,132.163574
2502000,80,115.553711
2503000,83,133.194458
2504000,80,125.960938
2505000,81,183.311859
2506000,94,145.145325
2507000,804,110.558266
2508000,469,137.300079
2509000,90,128.481491
2510000,3152,244.220306
2511000,797,121.446587
2512000,762,129.170227
2513000,797,105.036285
2514000,798,160.043350
2515000,795,125.764908
2516000,2553,203.531097
2517000,97,120.075081
2518000,850,100.327431
2519000,799,172.296738
2520000,810,156.654861
2521000,798,94.511650
2522000,2734,196.918549
2523000,3093,219.502151
2524000,800,108.334343
2525000,86,143.497711
2526000,79,149.674835
2527000,78,145.239197
2528000,102,168.879791
2529000,772,130.992218
2530000,95,134.181610
2531000,74,123.276794
2532000,83,183.111816
2533000,87,156.938171
2534000,80,113.320244
2535000,86,134.458450
2536000,101,159.966003
2537000,83,133.627579
2538000,91,153.553558
2539000,85,156.961349
2540000,92,146.555176
2541000,2568,235.584091
2542000,79,143.659653
2543000,2573,233.896667
2544000,86,164.833679
2545000,83,114.322350
2546000,81,152.159027
2547000,85,133.424332
2548000,81,116.646057
2549000,83,125.094818
2550000,79,138.173157
2551000,86,141.614502
2552000,81,159.819351
2553000,824,121.851547
2554000,87,146.798553
2555000,2577,245.863495
2556000,89,134.179459
2557000,79,132.332062
2558000,83,133.351974
2559000,787,105.957840
2560000,828,126.485291
2561000,2694,225.078857
2562000,87,140.250412
2563000,91,152.213287
2564000,5106,310.051941
2565000,99,145.102112
2566000,84,175.621796
2567000,91,150.806931
2568000,94,153.307205
2569000,96,173.566055
2570000,95,134.878342
2571000,84,129.690186
2572000,80,187.309311
2573000,831,159.224228
2574000,91,132.997940
2575000,87,122.005836
2576000,80,117.284660
2577000,93,138.512634
2578000,93,143.647812
2579000,846,125.072876
2580000,93,158.619476
2581000,91,131.432602
2582000,96,137.972641
2583000,87,122.541435
2584000,93,138.877350
2585000,90,131.792801
2586000,2633,200.955124
2587000,81,148.517639
2588000,88,185.977020
2589000,89,127.272568
2590000,86,150.650604
2591000,89,142.180023
2592000,81,213.915085
2593000,86,138.807968
2594000,92,129.725479
2595000,74,126.711296
2596000,829,146.953064
2597000,833,131.188232
2598000,835,132.417023
2599000,855,108.520271
2600000,819,135.561859
2601000,835,106.494835
2602000,840,146.721710
2603000,813,157.259781
2604000,821,144.547272
2605000,865,339.005371
2606000,87,152.332321
2607000,93,167.188309
2608000,83,165.501678
2609000,83,138.677399
2610000,80,172.543045
2611000,106,166.905960
2612000,101,124.985214
2613000,88,116.583687
2614000,92,149.911575
2615000,99,128.304474
2616000,83,145.440643
2617000,95,116.933868
2618000,103,135.601257
2619000,82,151.504974
2620000,87,119.148895
2621000,102,146.198212
2622000,79,114.150658
2623000,103,142.820267
2624000,851,118.370842
2625000,97,146.896225
2626000,88,136.801590
2627000,91,198.068649
2628000,90,126.089737
2629000,95,142.640930
2630000,85,152.661697
2631000,77,141.343765
2632000,85,163.220886
2633000,85,146.006317
2634000,861,144.582031
2635000,854,150.518188
2636000,827,143.025726
2637000,842,135.434464
2638000,842,374.667908
2639000,880,145.092621
2640000,96,162.979065
2641000,92,165.110840
2642000,2680,222.515213
2643000,94,141.423737
2644000,92,162.572113
2645000,90,157.914627
2646000,84,134.245499
2647000,77,128.885376
2648000,86,195.372589
2649000,90,174.036438
2650000,87,139.537445
2651000,858,176.981064
2652000,849,129.064651
2653000,824,142.969543
2654000,849,118.293686
2655000,84,126.590942
2656000,841,163.320389
2657000,831,132.077881
2658000,2819,230.787598
2659000,2693,247.991745
2660000,885,101.188110
2661000,830,138.101654
2662000,850,117.410492
2663000,813,173.167358
2664000,875,82.916946
2665000,842,138.746338
2666000,97,122.153778
2667000,845,99.399406
2668000,80,129.030151
2669000,100,117.637077
2670000,91,110.371826
2671000,95,119.098808
2672000,86,136.952713
2673000,82,148.644821
2674000,92,170.317398
2675000,835,148.691269
2676000,885,141.382248
2677000,85,130.679459
2678000,104,123.370300
2679000,95,140.266586
2680000,106,156.199844
2681000,80,175.203140
2682000,84,127.116592
2683000,918,135.534576
2684000,742,142.822144
2685000,827,132.681824
2686000,846,116.791054
2687000,103,149.875107
2688000,92,154.530487
2689000,99,167.763870
2690000,87,151.503555
2691000,865,139.746475
2692000,897,128.566208
2693000,883,123.912338
2694000,884,117.897415
2695000,844,113.979462
2696000,857,127.193115
2697000,869,182.216064
2698000,95,192.314514
2699000,101,152.947220
2700000,97,165.525696
2701000,91,146.460480
2702000,88,147.510712
2703000,98,127.163551
2704000,888,110.854591
2705000,865,138.426712
2706000,824,141.160324
2707000,876,146.809128
2708000,850,179.097931
2709000,853,118.971519
2710000,95,174.634155
2711000,879,119.268906
2712000,895,112.386292
2713000,862,90.992157
2714000,859,137.787521
2715000,874,135.942871
2716000,849,167.136002
2717000,877,142.919418
2718000,865,180.138412
2719000,99,150.646469
2720000,882,169.512314
2721000,853,146.957169
2722000,867,85.126945
2723000,908,157.943588
2724000,908,192.873642
2725000,83,161.300858
2726000,866,100.365227
2727000,92,176.104370
2728000,105,124.955338
2729000,92,137.816315
2730000,87,148.169998
2731000,96,175.126221
2732000,90,119.598885
2733000,82,126.825081
2734000,80,140.537415
2735000,90,145.519684
2736000,91,173.432617
2737000,85,162.797012
2738000,84,132.179718
2739000,93,143.749619
2740000,85,144.597168
2741000,100,166.505539
2742000,99,171.120117
2743000,2781,184.551926
2744000,94,151.818497
2745000,100,145.203644
2746000,2784,210.311768
2747000,82,124.251114
2748000,98,170.935028
2749000,82,141.119202
2750000,84,130.786850
2751000,105,128.552414
2752000,86,130.107666
2753000,78,135.014954
2754000,92,125.450508
2755000,95,139.384262
2756000,100,127.530609
2757000,89,156.550125
2758000,96,150.867035
2759000,99,141.447220
2760000,81,155.296555
2761000,106,172.040161
2762000,86,135.241943
2763000,90,190.428879
2764000,80,136.073746
2765000,93,119.979843
2766000,98,139.665314
2767000,87,125.574638
2768000,106,172.139526
2769000,103,147.771027
2770000,94,157.179871
2771000,90,127.041893
2772000,97,146.766327
2773000,97,133.288147
2774000,101,123.713814
2775000,91,151.357712
2776000,91,175.367996
2777000,92,140.758926
2778000,97,168.678589
2779000,84,165.544952
2780000,95,159.908829
2781000,106,127.718056
2782000,100,199.689636
2783000,102,171.787445
2784000,86,144.992996
2785000,2840,253.285583
2786000,104,126.687592
2787000,96,170.669998
2788000,89,173.581528
2789000,104,153.121002
2790000,82,150.943619
2791000,110,140.962845
2792000,910,327.732025
2793000,85,159.389130
2794000,903,166.162109
2795000,906,106.572601
2796000,88,140.139801
2797000,112,151.189957
2798000,94,150.155670
2799000,105,148.900650
2800000,81,133.643707
2801000,99,178.828003
2802000,98,145.949570
2803000,86,116.143333
2804000,94,145.305786
2805000,92,148.090103
2806000,906,140.818588
2807000,893,160.855026
2808000,915,143.829712
2809000,915,134.059998
2810000,113,158.911270
2811000,99,157.021347
2812000,103,135.961349
2813000,899,109.153938
2814000,919,135.964981
2815000,900,97.799355
2816000,905,141.642166
2817000,913,156.651031
2818000,879,126.362335
2819000,96,124.562286
2820000,84,147.571884
2821000,94,135.366745
2822000,97,156.026642
2823000,107,148.568054
2824000,94,164.708298
2825000,938,114.591179
2826000,938,133.243256
2827000,921,124.571899
2828000,900,164.511169
2829000,927,108.556610
2830000,926,163.442749
2831000,896,128.984009
2832000,918,120.749146
2833000,939,169.539658
2834000,894,124.823296
2835000,902,134.993469
2836000,926,138.258850
2837000,915,140.879105
2838000,993,135.282242
2839000,920,136.691254
2840000,883,134.909836
2841000,891,113.168800
2842000,930,173.680862
2843000,854,160.032166
2844000,3292,145.374588
2845000,5659,250.537903
2846000,900,150.338852
2847000,90,180.815186
2848000,895,115.127655
2849000,910,140.557175
2850000,942,322.650421
2851000,882,165.910004
2852000,935,160.945297
2853000,916,127.567253
2854000,934,133.579498
2855000,928,155.538391
2856000,912,154.386368
2857000,933,197.003845
2858000,863,172.329865
2859000,94,154.124329
2860000,87,129.372803
2861000,107,194.949539
2862000,94,186.029099
2863000,94,132.227066
2864000,104,153.434341
2865000,102,184.195129
2866000,97,184.634308
2867000,102,124.394783
2868000,92,174.862564
2869000,96,146.756134
2870000,100,168.564697
2871000,86,127.178604
2872000,99,133.046814
2873000,96,132.117340
2874000,105,170.337067
2875000,95,132.750946
2876000,90,136.777481
2877000,102,180.517685
2878000,94,155.323975
2879000,2922,214.469971
2880000,102,129.251007
2881000,101,156.518616
2882000,921,383.126038
2883000,98,158.488327
2884000,99,203.793472
2885000,89,143.674164
2886000,92,127.406670
2887000,111,130.789322
2888000,104,154.334366
2889000,93,158.425964
2890000,98,158.378021
2891000,93,119.807777
2892000,106,156.970947
2893000,946,129.120056
2894000,886,130.765259
2895000,983,125.450378
2896000,958,322.401154
2897000,957,179.090408
2898000,899,136.763565
2899000,959,127.965843
2900000,943,136.174805
2901000,932,155.990417
2902000,926,140.478424
2903000,103,120.747635
2904000,955,156.207199
2905000,937,134.556015
2906000,939,134.368088
2907000,975,142.915558
2908000,2961,228.997208
2909000,952,435.205383
2910000,953,162.286560
2911000,897,152.883377
2912000,93,158.622772
2913000,95,169.047806
2914000,95,152.952942
2915000,105,154.348785
2916000,104,153.926193
2917000,99,135.096802
2918000,103,134.021118
2919000,91,162.475937
2920000,102,180.311539
2921000,98,181.239029
2922000,104,153.126236
2923000,99,161.398544
2924000,96,141.727417
2925000,106,153.304337
2926000,2986,293.706085
2927000,92,159.170959
2928000,102,139.881912
2929000,90,170.774323
2930000,98,145.579620
2931000,97,159.717804
2932000,101,151.142365
2933000,111,135.457626
2934000,87,134.004089
2935000,104,152.506149
2936000,114,161.854538
2937000,1022,349.517365
2938000,963,214.844650
2939000,94,171.879868
2940000,953,169.874054
2941000,251,122.976196
2942000,94,145.866653
2943000,111,149.343643
2944000,6719,232.550934
2945000,103,142.882019
2946000,100,176.150146
2947000,96,164.682999
2948000,110,148.676270
2949000,106,132.243958
2950000,95,147.315765
2951000,118,135.582062
2952000,100,132.877563
2953000,90,140.704651
2954000,99,150.541275
2955000,966,139.396088
2956000,103,144.200378
2957000,936,149.824265
2958000,121,150.048599
2959000,950,114.673668
2960000,102,142.290482
2961000,107,135.713409
2962000,89,185.881378
2963000,93,147.989258
2964000,103,168.606400
2965000,101,131.783325
2966000,994,166.004211
2967000,943,144.699753
2968000,992,182.995911
2969000,101,188.679626
2970000,97,163.159561
2971000,103,154.596420
2972000,102,164.984344
2973000,109,127.855728
2974000,110,163.815689
2975000,107,139.129974
2976000,87,173.440735
2977000,101,135.874695
2978000,941,171.417572
2979000,958,144.822845
2980000,99,167.577621
2981000,102,150.652390
2982000,95,153.528107
2983000,110,151.107712
2984000,106,153.565613
2985000,113,152.984375
2986000,114,168.245529
2987000,118,163.050323
2988000,107,145.903564
2989000,109,137.825760
2990000,118,180.039062
2991000,115,146.807266
2992000,975,126.044624
2993000,997,143.014832
2994000,973,142.409897
2995000,964,134.589783
2996000,961,154.296188
2997000,976,113.704132
2998000,966,122.963242
2999000,998,155.155365
3000000,985,178.177277
3001000,950,155.012115
3002000,987,109.920303
3003000,955,102.071953
3004000,987,165.525909
3005000,993,147.650162
3006000,1000,129.711578
3007000,980,123.866493
3008000,993,140.991211
3009000,1002,153.515137
3010000,123,155.552444
3011000,111,143.946335
3012000,124,137.886810
3013000,109,131.270020
3014000,115,121.954727
3015000,993,153.166138
3016000,111,136.793579
3017000,112,133.815445
3018000,984,142.206635
3019000,995,123.220985
3020000,103,147.344604
3021000,3065,186.221634
3022000,962,188.516602
3023000,1009,107.525063
3024000,1004,152.405716
3025000,959,134.584824
3026000,978,165.698914
3027000,988,130.749023
3028000,1008,129.280136
3029000,988,106.847725
3030000,97,159.759552
3031000,969,165.481461
3032000,226,177.765427
3033000,118,140.520294
3034000,103,134.258759
3035000,106,137.211258
3036000,96,144.433502
3037000,102,129.850037
3038000,109,151.607422
3039000,102,139.877121
3040000,992,150.322250
3041000,1026,123.158463
3042000,974,155.852066
3043000,977,122.889771
3044000,3104,230.143875
3045000,111,152.868988
3046000,113,120.805565
3047000,109,149.680161
3048000,114,134.722229
3049000,100,128.472794
3050000,3079,204.143463
3051000,104,168.146500
3052000,105,174.258804
3053000,109,112.543251
3054000,97,173.188049
3055000,122,108.661110
3056000,123,151.700989
3057000,101,150.625992
3058000,107,116.044586
3059000,112,124.273003
3060000,108,143.709457
3061000,108,150.420639
3062000,117,124.602829
3063000,112,145.575867
3064000,103,127.099220
3065000,101,159.842484
3066000,104,131.590561
3067000,109,196.863373
3068000,107,134.153595
3069000,102,145.149780
3070000,110,158.232742
3071000,107,158.446304
3072000,975,169.983963
3073000,1010,113.231300
3074000,112,125.177269
3075000,111,155.356949
3076000,110,185.905212
3077000,106,153.287064
3078000,96,173.394653
3079000,110,141.487991
3080000,113,144.610153
3081000,117,163.415329
3082000,114,180.856445
3083000,102,146.398071
3084000,104,154.601532
3085000,108,154.048203
3086000,108,131.626450
3087000,122,179.251724
3088000,106,156.346741
3089000,116,196.047867
3090000,108,120.124916
3091000,121,144.428329
3092000,106,136.464539
3093000,3131,228.528076
3094000,112,140.227783
3095000,111,201.836792
3096000,117,167.381485
3097000,121,151.787460
3098000,103,160.261139
3099000,1040,137.164047
3100000,1008,149.244003
3101000,1056,162.709290
3102000,1009,132.365967
3103000,977,134.872421
3104000,1047,370.148682
3105000,1033,142.220657
3106000,117,124.470665
3107000,112,179.167969
3108000,107,127.897415
3109000,113,176.365677
3110000,1002,127.824806
3111000,1015,141.070160
3112000,1010,176.893158
3113000,1000,133.912399
3114000,3158,244.140808
3115000,105,149.705994
3116000,106,176.074966
3117000,118,145.453491
3118000,109,165.834641
3119000,104,154.848755
3120000,104,159.986526
3121000,108,163.484116
3122000,95,142.475922
3123000,131,150.951370
3124000,104,175.671753
3125000,108,175.219528
3126000,99,154.468338
3127000,103,145.844299
3128000,106,156.985397
3129000,102,149.644012
3130000,1019,121.840897
3131000,113,168.136734
3132000,120,165.751495
3133000,108,128.087906
3134000,115,145.100830
3135000,98,125.935425
3136000,1069,125.628349
3137000,3198,273.148529
3138000,3167,227.748306
3139000,121,163.794937
3140000,103,149.520966
3141000,109,157.811905
3142000,123,177.378723
3143000,118,113.644272
3144000,116,158.781601
3145000,104,154.767944
3146000,113,166.450500
3147000,128,158.770996
3148000,103,162.939926
3149000,118,141.537415
3150000,124,184.875275
3151000,102,148.771439
3152000,119,155.798874
3153000,124,152.919128
3154000,120,137.946671
3155000,106,170.009094
3156000,3223,238.098465
3157000,105,159.615265
3158000,98,162.554230
3159000,107,168.071289
3160000,110,132.869827
3161000,108,156.620987
3162000,113,160.070358
3163000,3208,232.566788
3164000,1039,173.332611
3165000,107,179.348038
3166000,105,167.907516
3167000,3443,259.342072
3168000,113,142.339340
3169000,106,168.369598
3170000,117,187.358307
3171000,124,160.075775
3172000,102,185.945923
3173000,102,168.344131
3174000,110,166.460358
3175000,115,180.044968
3176000,122,143.099701
3177000,1018,108.122322
3178000,1040,164.697433
3179000,1069,133.844864
3180000,1052,187.924255
3181000,124,154.665527
3182000,107,121.008247
3183000,121,193.295898
3184000,100,188.022888
3185000,114,186.673645
3186000,113,149.033005
3187000,127,142.698929
3188000,121,175.093933
3189000,104,161.969818
3190000,108,134.053909
3191000,101,143.775970
3192000,112,153.914658
3193000,119,160.751434
3194000,121,158.968826
3195000,109,137.240814
3196000,119,177.197693
3197000,112,125.020081
3198000,117,156.881973
3199000,104,170.783371
3200000,3257,221.365189
3201000,107,173.749771
3202000,1017,163.184555
3203000,111,189.295609
3204000,1046,161.382004
3205000,1084,140.998795
3206000,1082,141.403992
3207000,1054,186.942398
3208000,3248,220.662415
3209000,1061,132.256180
3210000,1076,139.572006
3211000,1051,153.611267
3212000,1038,163.932144
3213000,1062,120.842880
3214000,1021,347.990570
3215000,1046,120.563568
3216000,129,176.432999
3217000,1071,155.411133
3218000,1061,161.840851
3219000,1057,179.777756
3220000,1045,151.382706
3221000,4076,193.760574
3222000,1028,200.956970
3223000,1068,127.563225
3224000,1075,121.214455
3225000,1060,152.950027
3226000,1043,172.454742
3227000,104,173.526016
3228000,1041,149.093704
3229000,1040,140.250748
3230000,1065,150.437012
3231000,1062,152.601440
3232000,1023,148.091080
3233000,104,164.771088
3234000,1058,84.417320
3235000,1091,125.295013
3236000,1150,127.425591
3237000,1026,179.537628
3238000,1065,131.054337
3239000,1048,134.688934
3240000,1050,149.772415
3241000,1054,105.859612
3242000,1069,143.075394
3243000,1063,168.033783
3244000,117,197.125717
3245000,117,153.231186
3246000,107,157.912476
3247000,5466,244.381683
3248000,121,191.368149
3249000,123,143.234177
3250000,1090,417.419922
3251000,1070,389.667511
3252000,1082,183.214386
3253000,125,170.658127
3254000,110,148.975052
3255000,1065,169.977890
3256000,1123,100.953827
3257000,1093,378.154022
3258000,116,159.602432
3259000,108,156.290131
3260000,104,169.760330
3261000,121,159.426895
3262000,109,191.374298
3263000,119,136.528290
3264000,111,160.103577
3265000,9696,292.156769
3266000,106,182.557007
3267000,1068,181.223862
3268000,1108,125.029686
3269000,105,172.877853
3270000,134,154.959885
3271000,113,143.707306
3272000,119,140.452362
3273000,110,176.533813
3274000,1056,163.459641
3275000,124,171.104202
3276000,121,146.175705
3277000,112,172.131607
3278000,119,176.714371
3279000,110,131.994247
3280000,122,156.344116
3281000,112,171.019272
3282000,116,152.065018
3283000,112,174.959030
3284000,114,150.860641
3285000,107,144.543808
3286000,115,184.176941
3287000,109,183.271164
3288000,116,180.618759
3289000,109,186.029282
3290000,117,173.931244
3291000,114,175.816864
3292000,115,180.073608
3293000,121,185.155945
3294000,126,148.643661
3295000,118,146.289688
3296000,104,148.094147
3297000,115,152.213760
3298000,132,173.395233
3299000,123,172.702164
3300000,105,160.298248
3301000,1085,150.600952
3302000,116,141.581818
3303000,111,162.654846
3304000,118,147.823044
3305000,127,131.000732
3306000,120,177.584198
3307000,124,127.882530
3308000,1106,190.777222
3309000,1127,169.530609
3310000,3440,282.131409
3311000,1046,116.461960
3312000,1088,146.417725
3313000,1117,147.251282
3314000,1098,114.525429
3315000,123,146.661713
3316000,117,129.598740
3317000,1073,154.811203
3318000,6877,270.265137
3319000,121,192.007004
3320000,115,136.039703
3321000,121,180.705704
3322000,1108,85.946609
3323000,113,135.171448
3324000,136,140.719833
3325000,1089,138.097778
3326000,1094,180.918991
3327000,1051,139.349594
3328000,1076,182.977249
3329000,1098,136.618530
3330000,1092,164.733948
3331000,1119,162.076981
3332000,1077,158.336548
3333000,1084,143.778076
3334000,1130,124.536346
3335000,1098,155.383911
3336000,1110,155.470230
3337000,1141,353.341370
3338000,1087,160.038300
3339000,1138,157.558838
3340000,1107,134.982895
3341000,1109,156.273254
3342000,1104,173.054703
3343000,1118,135.414886
3344000,1105,170.443939
3345000,1098,136.787842
3346000,1106,136.844330
3347000,1096,127.700867
3348000,1083,163.880905
3349000,1056,137.289291
3350000,1116,123.926605
3351000,1117,105.384468
3352000,1110,166.068115
3353000,118,179.548569
3354000,121,141.269958
3355000,126,163.965881
3356000,114,185.403641
3357000,122,149.564621
3358000,1086,179.347046
3359000,117,183.906754
3360000,1050,143.062149
3361000,223,130.820847
3362000,130,157.040955
3363000,108,173.283630
3364000,108,141.974960
3365000,128,160.276703
3366000,9987,329.579163
3367000,3415,269.267334
3368000,1129,133.579117
3369000,123,131.431824
3370000,130,180.410095
3371000,1130,125.145805
3372000,128,137.039459
3373000,117,135.765717
3374000,111,159.431564
3375000,119,144.640167
3376000,1068,148.248367
3377000,114,140.067932
3378000,111,153.675156
3379000,1160,135.464355
3380000,130,173.857803
3381000,1160,131.240173
3382000,1100,169.381653
3383000,115,176.852127
3384000,122,133.516006
3385000,126,129.090866
3386000,116,168.489975
3387000,121,163.155807
3388000,6753,296.142395
3389000,130,169.069519
3390000,114,170.106674
3391000,125,194.469086
3392000,1118,142.594101
3393000,1141,138.509827
3394000,1083,148.569626
3395000,1081,158.021637
3396000,118,126.669373
3397000,124,178.822189
3398000,121,145.336304
3399000,129,127.940926
3400000,127,130.610519
3401000,117,120.732506
3402000,130,137.310974
3403000,120,160.880814
3404000,120,207.125397
3405000,110,156.911270
3406000,113,176.195663
3407000,1146,183.560699
3408000,1088,113.315651
3409000,116,156.249435
3410000,136,150.579559
3411000,1104,161.201553
3412000,1124,163.258591
3413000,125,194.839859
3414000,119,150.450439
3415000,127,131.625992
3416000,124,187.400040
3417000,115,142.290161
3418000,108,166.331650
3419000,130,147.830780
3420000,127,179.986099
3421000,3471,253.354584
3422000,118,178.439026
3423000,122,123.794037
3424000,127,168.338638
3425000,122,172.736328
3426000,125,192.706528
3427000,117,178.487015
3428000,1152,193.089981
3429000,1148,163.615265
3430000,1182,147.194122
3431000,1129,185.927078
3432000,1212,174.874405
3433000,114,197.888443
3434000,112,138.918762
3435000,133,162.124924
3436000,121,166.113678
3437000,132,145.914368
3438000,120,222.121231
3439000,118,150.645889
3440000,1156,149.993668
3441000,765,199.756607
3442000,132,165.487839
3443000,127,168.408890
3444000,1150,154.568787
3445000,1140,128.784012
3446000,137,219.414612
3447000,136,160.546509
3448000,114,143.910553
3449000,126,215.771729
3450000,119,179.543701
3451000,134,151.913162
3452000,109,156.302948
3453000,112,123.017570
3454000,126,147.974731
3455000,1075,140.712067
3456000,1131,169.917862
3457000,3519,213.290665
3458000,121,146.474518
3459000,119,178.949234
3460000,1133,149.810730
3461000,1141,165.288162
3462000,122,167.574020
3463000,136,152.971222
3464000,121,193.289246
3465000,122,178.909531
3466000,120,195.769135
3467000,119,162.094482
3468000,132,167.561676
3469000,114,169.652664
3470000,121,174.297974
3471000,128,148.496277
3472000,124,158.462708
3473000,124,131.360352
3474000,116,155.045242
3475000,113,178.129471
3476000,109,153.655426
3477000,126,183.744507
3478000,122,171.201691
3479000,122,188.260910
3480000,130,188.603241
3481000,114,176.679031
3482000,121,157.266327
3483000,128,138.274323
3484000,123,197.983765
3485000,121,167.751816
3486000,126,192.666840
3487000,1119,187.841507
3488000,1168,164.381805
3489000,1172,182.223221
3490000,1119,144.313293
3491000,1150,128.756088
3492000,1181,191.583252
3493000,1172,152.781464
3494000,1167,170.097839
3495000,1160,159.625702
3496000,1180,179.258743
3497000,1122,153.176468
3498000,1182,134.620941
3499000,1178,159.565399
3500000,1153,175.699356
3501000,1186,126.351128
3502000,1186,163.725632
3503000,1187,171.628891
3504000,122,161.443756
3505000,1171,152.234573
3506000,1181,404.159729
3507000,1158,141.851807
3508000,1170,139.752640
3509000,1178,138.732773
3510000,124,151.068008
3511000,124,153.007965
