1,11552,51.791691
2,15817,53.156738
4,1214,75.622841
8,2941,84.205498
16,1473,148.782867
32,102,166.829773
64,482,173.558777
128,265,178.656036
256,15,155.488861
512,136,123.681633
1024,9,170.365356
2048,34,189.165726
4096,1,129.156509
8192,0,95.033691
16384,0,100.835052
32768,0,75.519539
65536,0,72.399620
131072,0,68.159950
262144,0,72.119911
524288,0,71.039963
1048576,0,71.159988
2097152,0,60.160000
