s,k,time
1121301,0,78.909065
1121401,0,75.363617
1121501,0,78.909050
1121601,0,76.818161
1121701,0,71.636345
1121801,0,83.999954
1121901,0,78.909065
1122001,0,86.909050
1122101,0,78.545418
1122201,0,82.909065
1122301,0,81.090881
1122401,0,78.727257
1122501,0,81.090889
1122601,0,73.636360
1122701,0,77.454514
1122801,0,74.636345
1122901,0,82.545418
1123001,0,85.454514
1123101,0,77.818169
1123201,0,74.363617
1123301,0,77.090881
1123401,0,84.909058
1123501,0,77.818146
1123601,0,74.363617
1123701,0,80.727234
1123801,0,75.545425
1123901,0,85.090866
1124001,0,74.999977
1124101,0,77.818161
1124201,0,77.545441
1124301,0,77.454521
1124401,0,83.818146
1124501,0,75.272697
1124601,0,75.272705
1124701,0,78.909065
1124801,0,105.545380
1124901,0,80.727242
1125001,0,74.818161
1125101,0,77.818146
1125201,0,76.181793
1125301,1,80.364357
1125401,0,76.909065
1125501,0,82.545418
1125601,0,76.999969
1125701,0,78.545418
1125801,0,75.454552
1125901,0,78.181793
1126001,0,84.727242
1126101,0,77.818146
1126201,0,56.181828
1126301,0,75.999977
1126401,0,87.363602
1126501,0,76.363640
1126601,0,75.363625
1126701,0,77.454536
1126801,0,56.636379
1126901,0,78.545433
1127001,0,76.818169
1127101,0,73.090881
1127201,0,68.999992
1127301,0,64.727264
1127401,0,83.909058
1127501,0,77.818146
1127601,0,76.818169
1127701,0,78.181793
1127801,0,77.181793
1127901,0,87.636307
1128001,0,75.636353
1128101,0,79.272697
1128201,0,79.545441
1128301,0,76.363609
1128401,0,69.999985
1128501,0,78.181786
1128601,0,75.181801
1128701,0,70.545441
1128801,0,74.272728
1128901,0,76.727242
1129001,0,73.636345
1129101,0,78.909073
1129201,0,75.545441
1129301,0,77.454514
1129401,0,82.999969
1129501,0,70.545433
1129601,0,96.090843
1129701,0,78.181808
1129801,0,76.272705
1129901,0,83.999954
1130001,0,73.727264
1130101,0,78.181778
1130201,0,76.727257
1130301,0,79.636330
1130401,0,72.909073
1130501,0,83.636330
1130601,0,78.181816
1130701,0,82.909058
1130801,0,85.181778
1130901,0,77.818146
1131001,0,73.999992
1131101,0,81.454514
1131201,0,81.181793
1131301,0,78.545418
1131401,0,75.909065
1131501,0,77.454544
1131601,0,74.818161
1131701,0,76.727242
1131801,0,115.363533
1131901,0,77.454514
1132001,0,74.181808
1132101,0,108.363533
1132201,0,75.545441
1132301,0,77.090881
1132401,0,77.818161
1132501,0,76.363609
1132601,0,71.727264
1132701,0,77.090874
1132801,0,86.272720
1132901,0,78.181778
1133001,0,72.454536
1133101,0,93.090851
1133201,0,75.454536
1133301,0,78.545425
1133401,0,74.090889
1133501,0,79.272697
1133601,0,66.818169
1133701,0,77.090874
1133801,0,86.636322
1133901,0,79.272697
1134001,0,83.545410
1134101,0,78.545418
1134201,0,77.272705
1134301,0,78.545418
1134401,0,93.363579
1134501,0,78.545433
1134601,0,74.727264
1134701,0,81.090874
1134801,1,1012.452881
1134901,0,77.818146
1135001,0,83.727226
1135101,0,75.272713
1135201,0,74.545433
1135301,0,78.545418
1135401,0,74.999985
1135501,0,77.818146
1135601,0,86.909058
1135701,0,78.909065
1135801,0,82.636330
1135901,0,108.727196
1136001,0,74.999992
1136101,0,71.636345
1136201,0,82.636330
1136301,0,79.272697
1136401,0,86.090866
1136501,0,78.545441
1136601,0,71.545464
1136701,0,75.636337
1136801,0,77.363617
1136901,0,77.454521
1137001,0,74.999977
1137101,0,92.363579
1137201,0,75.454521
1137301,0,80.363602
1137401,0,77.818161
1137501,0,77.818153
1137601,0,75.727242
1137701,0,82.545418
1137801,0,76.272713
1137901,0,71.999977
1138001,0,74.454521
1138101,0,93.454498
1138201,0,74.545433
1138301,0,78.909058
1138401,0,75.727249
1138501,0,77.090881
1138601,0,66.818199
1138701,0,85.818146
1138801,0,78.545441
1138901,0,78.181786
1139001,0,73.818176
1139101,0,78.181793
1139201,0,75.999977
1139301,0,68.363617
1139401,0,75.090889
1139501,0,77.454514
1139601,0,77.363617
1139701,0,75.999969
1139801,0,69.999992
1139901,0,77.454521
1140001,0,66.272728
1140101,0,77.454521
1140201,0,73.999985
1140301,0,75.999969
1140401,0,78.454514
1140501,0,79.636337
1140601,0,85.454506
1140701,0,75.272697
1140801,0,83.363602
1140901,0,78.181786
1141001,0,73.818169
1141101,0,78.181793
1141201,0,75.909088
1141301,0,76.363617
1141401,0,107.909012
1141501,0,76.727242
1141601,0,75.636345
1141701,0,79.999969
1141801,0,74.999985
1141901,0,77.454514
1142001,0,75.636353
1142101,0,80.727242
1142201,0,83.181786
1142301,0,78.909050
1142401,0,75.363617
1142501,0,73.818161
1142601,0,76.818153
1142701,0,78.909058
1142801,0,90.090866
1142901,0,64.363625
1143001,0,76.727249
1143101,0,82.181786
1143201,0,84.363594
1143301,0,81.090874
1143401,0,74.999985
1143501,0,70.545441
1143601,0,75.636330
1143701,0,78.909065
1143801,0,75.545441
1143901,0,77.818146
1144001,0,86.272697
1144101,0,85.090858
1144201,0,64.272728
1144301,0,85.090874
1144401,0,77.272713
1144501,0,84.363594
1144601,0,77.181793
1144701,0,80.727242
1144801,0,75.636345
1144901,0,79.636330
1145001,0,101.999931
1145101,0,77.090889
1145201,0,82.909050
1145301,0,77.454514
1145401,0,76.727249
1145501,0,78.181793
1145601,0,82.818146
1145701,0,77.818146
1145801,0,74.272705
1145901,0,78.909065
1146001,0,75.181808
1146101,0,76.727242
1146201,0,111.090820
1146301,0,78.545425
1146401,0,77.181793
1146501,0,82.181786
1146601,0,84.636330
1146701,0,78.181786
1146801,0,82.272682
1146901,0,93.818123
1147001,0,80.727264
1147101,0,86.545418
1147201,0,74.727249
1147301,0,76.363617
1147401,0,75.727249
1147501,0,77.454536
1147601,0,78.090889
1147701,0,78.181786
1147801,0,76.181793
1147901,0,77.090881
1148001,0,77.818161
1148101,0,79.272697
1148201,0,76.181793
1148301,0,84.363594
1148401,0,85.727242
1148501,0,79.636330
1148601,0,67.000000
1148701,0,77.454506
1148801,0,83.090889
1148901,0,76.727242
1149001,0,83.363617
1149101,0,77.818153
1149201,0,76.909065
1149301,0,84.363594
1149401,0,78.545433
1149501,0,78.181801
1149601,0,85.272690
1149701,0,77.454521
1149801,0,96.181770
1149901,0,77.818146
1150001,0,77.090881
1150101,0,73.090889
1150201,0,86.545410
1150301,0,79.272690
1150401,0,86.818146
1150501,0,79.272713
1150601,0,79.636345
1150701,0,84.363594
1150801,0,77.727242
1150901,1,78.909805
1151001,0,93.272682
1151101,0,78.181786
1151201,0,100.090874
1151301,0,77.454514
1151401,0,79.090889
1151501,0,64.363632
1151601,0,74.181808
1151701,0,77.454514
1151801,1,976.725525
1151901,0,94.181755
1152001,0,89.818146
1152101,0,88.727219
1152201,0,75.818169
1152301,0,74.181793
1152401,0,85.454521
1152501,0,85.818146
1152601,0,90.545410
1152701,0,76.363602
1152801,0,77.454536
1152901,0,78.909058
1153001,0,75.999985
1153101,0,78.545418
1153201,0,84.363594
1153301,0,79.999969
1153401,0,77.363617
1153501,0,76.727242
1153601,0,77.272697
1153701,0,79.636345
1153801,0,76.909081
1153901,0,77.090881
1154001,0,88.818146
1154101,0,78.545433
1154201,0,84.727242
1154301,0,75.636345
1154401,0,74.090889
1154501,0,79.272697
1154601,0,83.363594
1154701,0,83.272682
1154801,0,83.454506
1154901,0,78.909065
1155001,0,77.090881
1155101,0,77.818146
1155201,0,80.272705
1155301,0,78.545418
1155401,0,77.363617
1155501,0,76.727257
1155601,0,74.909065
1155701,0,66.181808
1155801,0,84.727226
1155901,0,77.090881
1156001,0,76.999977
1156101,0,80.363602
1156201,0,75.909073
1156301,0,79.272705
1156401,0,78.181801
1156501,0,79.999969
1156601,0,74.909073
1156701,0,83.636322
1156801,0,70.636360
1156901,1,77.091080
1157001,0,84.636345
1157101,0,80.727242
1157201,0,75.272705
1157301,1,79.272980
1157401,0,84.909058
1157501,0,75.999977
1157601,0,57.272732
1157701,0,97.818115
1157801,0,73.727287
1157901,0,83.272697
1158001,0,75.909065
1158101,0,69.454536
1158201,0,75.818169
1158301,0,78.545418
1158401,0,77.454521
1158501,0,76.363609
1158601,0,77.272705
1158701,0,73.090889
1158801,0,85.363617
1158901,0,76.363602
1159001,0,76.818161
1159101,0,66.909081
1159201,0,76.090889
1159301,0,74.181793
1159401,0,65.181831
1159501,0,85.090897
1159601,0,80.090889
1159701,0,74.545441
1159801,0,69.909081
1159901,0,64.727264
1160001,0,83.818146
1160101,0,78.909058
1160201,0,73.545441
1160301,0,78.909050
1160401,0,99.636284
1160501,0,77.454514
1160601,0,77.909081
1160701,0,78.545410
1160801,0,85.272697
1160901,0,62.545456
1161001,0,76.272705
1161101,0,86.181770
1161201,0,75.818153
1161301,0,71.636345
1161401,0,77.727249
1161501,0,76.727242
1161601,0,114.818108
1161701,0,72.363617
1161801,0,77.727249
1161901,0,74.181793
1162001,0,79.545441
1162101,0,79.636345
1162201,0,76.545433
1162301,0,73.090889
1162401,0,82.181793
1162501,0,82.181786
1162601,0,69.181839
1162701,0,73.454536
1162801,0,67.454544
1162901,0,77.454521
1163001,0,79.545425
1163101,0,80.363594
1163201,0,79.545425
1163301,0,75.636353
1163401,0,88.090889
1163501,0,106.909004
1163601,0,76.636353
1163701,0,69.454536
1163801,0,74.545433
1163901,0,72.727249
1164001,0,77.363617
1164101,0,74.181793
1164201,0,77.818161
1164301,0,81.454514
1164401,0,75.636330
1164501,0,78.909058
1164601,0,75.272713
1164701,0,74.909065
1164801,0,79.181793
1164901,0,70.181808
1165001,0,77.545441
1165101,0,67.272713
1165201,0,91.272682
1165301,0,108.363556
1165401,0,76.090889
1165501,0,71.272713
1165601,1,146.636246
1165701,0,75.636337
1165801,0,75.181801
1165901,0,75.636337
1166001,0,74.272705
1166101,0,85.454498
1166201,0,76.545425
1166301,0,61.818180
1166401,0,105.727180
1166501,0,70.545433
1166601,0,74.636345
1166701,0,77.818161
1166801,0,85.363602
1166901,0,90.909035
1167001,0,67.090889
1167101,0,69.454529
1167201,0,77.727257
1167301,0,70.909065
1167401,0,73.909073
1167501,0,98.545387
1167601,0,74.909065
1167701,0,70.181801
1167801,0,74.818161
1167901,0,87.636307
1168001,0,74.818169
1168101,0,77.090889
1168201,0,75.636345
1168301,0,76.363609
1168401,0,75.363617
1168501,0,69.454529
1168601,0,77.454521
1168701,0,72.727249
1168801,0,76.999977
1168901,0,87.272675
1169001,0,81.272697
1169101,0,78.545418
1169201,0,84.363609
1169301,0,69.818169
1169401,0,76.545441
1169501,0,78.181786
1169601,0,71.181801
1169701,0,80.363594
1169801,0,72.909073
1169901,0,79.272713
1170001,0,76.818161
1170101,0,80.363609
1170201,0,75.999992
1170301,0,71.636353
1170401,0,73.181816
1170501,0,79.636330
1170601,0,72.909073
1170701,0,71.999992
1170801,1,957.452942
1170901,0,78.545425
1171001,0,73.636345
1171101,0,76.363609
1171201,0,64.545464
1171301,0,102.909012
1171401,0,78.090889
1171501,0,68.727264
1171601,0,74.545441
1171701,0,68.363632
1171801,0,65.272728
1171901,0,76.363617
1172001,0,74.818169
1172101,0,78.545425
1172201,0,75.909073
1172301,0,78.181786
1172401,0,74.272713
1172501,0,81.090874
1172601,0,66.545441
1172701,0,75.636345
1172801,0,73.181816
1172901,0,86.545403
1173001,0,80.181793
1173101,0,77.090881
1173201,0,84.454521
1173301,0,65.818169
1173401,0,69.999992
1173501,0,72.727257
1173601,0,74.181793
1173701,0,77.454514
1173801,0,74.909065
1173901,0,80.363602
1174001,0,67.545441
1174101,0,75.636330
1174201,0,68.636353
1174301,0,76.363617
1174401,0,77.454521
1174501,0,70.181801
1174601,0,78.090897
1174701,0,85.818146
1174801,0,83.454506
1174901,0,70.545456
1175001,0,78.909081
1175101,0,82.545433
1175201,0,75.727272
1175301,0,72.363617
1175401,0,83.363609
1175501,0,79.272697
1175601,0,84.454514
1175701,0,76.727249
1175801,0,68.818192
1175901,0,70.545433
1176001,0,80.545418
1176101,0,79.999977
1176201,0,74.818161
1176301,0,85.454498
1176401,0,76.272713
1176501,0,80.363594
1176601,0,74.727249
1176701,0,83.272690
1176801,0,78.181793
1176901,0,71.999977
1177001,0,105.090828
1177101,0,74.181793
1177201,0,75.545433
1177301,0,77.818146
1177401,0,69.272720
1177501,0,88.727226
1177601,0,80.090889
1177701,0,78.545418
1177801,0,73.545448
1177901,0,72.363617
1178001,0,75.909103
1178101,0,76.727249
1178201,0,76.181808
1178301,0,71.272720
1178401,0,78.363617
1178501,0,78.545418
1178601,0,81.454521
1178701,0,70.909065
1178801,0,73.454521
1178901,0,79.272697
1179001,0,94.999969
1179101,0,80.363594
1179201,0,87.090866
1179301,0,82.181786
1179401,0,56.727291
1179501,0,72.363617
1179601,0,79.545433
1179701,0,83.272697
1179801,0,84.454514
1179901,0,84.363602
1180001,0,85.636330
1180101,0,79.636330
1180201,0,82.818161
1180301,0,69.818169
1180401,0,82.999977
1180501,0,94.181763
1180601,0,98.181770
1180701,0,73.454529
1180801,0,72.181808
1180901,0,80.727234
1181001,0,81.545418
1181101,0,87.999962
1181201,0,78.818153
1181301,0,77.090874
1181401,0,76.999992
1181501,0,73.090897
1181601,0,64.636383
1181701,0,87.999947
1181801,0,75.999985
1181901,0,74.909065
1182001,0,74.727249
1182101,0,71.636345
1182201,0,81.909065
1182301,0,74.181793
1182401,0,77.454536
1182501,0,79.636345
1182601,0,76.363617
1182701,0,69.818169
1182801,1,1012.816467
1182901,0,69.818184
1183001,0,77.999977
1183101,0,78.545441
1183201,0,77.181793
1183301,0,70.181801
1183401,0,67.636360
1183501,0,67.636345
1183601,0,78.545441
1183701,0,69.090897
1183801,0,75.181816
1183901,0,71.272705
1184001,0,77.636345
1184101,0,69.818169
1184201,1,77.364128
1184301,0,73.818161
1184401,0,85.999977
1184501,0,82.545410
1184601,0,81.818161
1184701,0,79.636322
1184801,0,75.818161
1184901,0,69.454529
1185001,0,77.090897
1185101,0,79.636330
1185201,0,76.999992
1185301,0,72.363617
1185401,0,91.909050
1185501,0,85.090858
1185601,0,78.545433
1185701,0,74.545441
1185801,0,77.818169
1185901,0,76.727242
1186001,0,76.909065
1186101,0,78.181816
1186201,0,76.272705
1186301,0,73.454529
1186401,0,67.818176
1186501,0,64.363632
1186601,0,93.181770
1186701,0,78.181786
1186801,0,72.272720
1186901,0,74.545433
1187001,0,67.727272
1187101,0,71.636337
1187201,0,75.636360
1187301,0,85.818138
1187401,0,77.999977
1187501,0,85.818138
1187601,0,83.999969
1187701,0,61.090904
1187801,0,85.999969
1187901,0,67.999992
1188001,0,87.454514
1188101,0,72.363617
1188201,0,70.272720
1188301,0,71.636345
1188401,0,77.999992
1188501,0,81.454506
1188601,0,69.636353
1188701,0,78.545418
1188801,0,68.181816
1188901,0,63.272720
1189001,0,73.181808
1189101,0,71.636337
1189201,0,81.090881
1189301,0,76.363617
1189401,0,73.999992
1189501,0,83.272682
1189601,0,76.454521
1189701,0,72.727257
1189801,0,77.818153
1189901,0,73.090889
1190001,0,67.818184
1190101,0,97.090851
1190201,0,88.909042
1190301,0,85.818146
1190401,0,83.090874
1190501,0,76.727242
1190601,0,77.272705
1190701,0,75.272697
1190801,0,80.090889
1190901,0,70.909073
1191001,0,75.090889
1191101,0,76.363602
1191201,0,67.090912
1191301,0,71.636345
1191401,0,82.363602
1191501,0,62.909081
1191601,0,75.727242
1191701,0,78.181808
1191801,0,74.454536
1191901,0,77.818153
1192001,0,79.454521
1192101,0,76.727249
1192201,0,68.545448
1192301,0,77.090874
1192401,0,110.363548
1192501,0,75.999969
1192601,0,66.272720
1192701,0,63.636353
1192801,0,74.454521
1192901,0,74.909065
1193001,0,78.454521
1193101,0,87.636322
1193201,0,82.090889
1193301,0,75.999969
1193401,0,75.818192
1193501,0,79.999985
1193601,0,84.181793
1193701,0,68.727264
1193801,0,68.818169
1193901,0,75.272697
1194001,0,74.454521
1194101,0,65.454536
1194201,0,82.272705
1194301,0,79.272697
1194401,0,75.999985
1194501,0,77.818153
1194601,0,78.454521
1194701,0,70.909073
1194801,0,76.363617
1194901,0,78.545418
1195001,0,76.363617
1195101,0,70.181793
1195201,0,73.999977
1195301,0,79.272697
1195401,0,75.363609
1195501,0,80.727242
1195601,0,77.727242
1195701,0,78.545441
1195801,0,76.545433
1195901,0,62.909092
1196001,0,67.000008
1196101,0,85.818146
1196201,0,79.363617
1196301,0,72.363617
1196401,0,82.909050
1196501,0,102.909012
1196601,0,74.545433
1196701,0,79.636330
1196801,0,68.545441
1196901,0,72.727257
1197001,0,69.363640
1197101,0,66.909081
1197201,0,64.363640
1197301,0,72.363617
1197401,0,75.636345
1197501,0,72.363625
1197601,0,79.363609
1197701,0,78.909058
1197801,0,79.545425
1197901,0,79.999969
1198001,0,75.181816
1198101,0,78.909065
1198201,0,73.909103
1198301,0,86.545418
1198401,0,74.090889
1198501,0,73.090889
1198601,0,75.090889
1198701,0,81.090897
1198801,0,73.545433
1198901,0,75.272705
1199001,0,74.636353
1199101,0,71.636345
1199201,0,78.454521
1199301,0,79.999969
1199401,0,66.909088
1199501,0,85.454506
1199601,0,76.363617
1199701,0,75.636345
1199801,0,75.363625
1199901,0,82.181786
1200001,0,82.454521
1200101,0,68.727264
1200201,0,75.909081
1200301,0,70.545433
1200401,0,73.818161
1200501,0,83.999962
1200601,0,76.272705
1200701,0,73.818153
1200801,0,98.909050
1200901,0,78.181793
1201001,0,75.636337
1201101,0,75.272697
1201201,0,83.636322
1201301,0,76.727242
1201401,0,84.272697
1201501,0,69.818169
1201601,0,68.909088
1201701,0,80.363617
1201801,0,75.090912
1201901,0,76.727242
1202001,0,95.818123
1202101,0,79.999962
1202201,0,78.363625
1202301,0,71.272705
1202401,0,76.272705
1202501,0,70.545441
1202601,0,75.999977
1202701,0,78.181786
1202801,0,72.181808
1202901,0,79.999962
1203001,0,115.727180
1203101,0,81.454506
1203201,0,80.181808
1203301,0,78.181786
1203401,0,76.272713
1203501,0,81.818146
1203601,0,78.636337
1203701,0,80.363602
1203801,0,74.999985
1203901,0,74.909065
1204001,0,80.999969
1204101,0,76.727242
1204201,0,84.090874
1204301,0,82.909058
1204401,0,77.363609
1204501,0,70.181793
1204601,0,76.363602
1204701,0,75.636345
1204801,0,77.545441
1204901,0,67.272713
1205001,0,74.727249
1205101,0,68.727264
1205201,0,80.636345
1205301,0,70.909065
1205401,0,76.636345
1205501,0,74.545433
1205601,0,98.363571
1205701,0,80.363602
1205801,0,74.636345
1205901,0,79.272697
1206001,0,83.636345
1206101,0,75.636345
1206201,0,75.272705
1206301,0,70.181793
1206401,0,75.090897
1206501,0,68.363617
1206601,0,72.363632
1206701,0,71.636360
1206801,0,75.818169
1206901,0,83.636337
1207001,0,77.454521
1207101,0,82.909050
1207201,0,74.909065
1207301,0,75.999977
1207401,0,85.090874
1207501,0,75.999977
1207601,0,75.272713
1207701,0,77.818146
1207801,0,69.000008
1207901,0,66.181816
1208001,0,82.272690
1208101,0,63.999996
1208201,0,76.727249
1208301,0,78.181793
1208401,0,74.454529
1208501,0,69.818169
1208601,0,84.818146
1208701,0,70.181801
1208801,0,82.545456
1208901,0,77.090889
1209001,0,75.818153
1209101,0,74.545433
1209201,0,66.454536
1209301,0,79.272697
1209401,0,76.181793
1209501,0,76.727249
1209601,0,82.272705
1209701,0,65.454536
1209801,0,68.090904
1209901,0,75.272705
1210001,0,77.909073
1210101,0,68.363632
1210201,0,83.454514
1210301,0,74.181808
1210401,0,79.181793
1210501,0,76.727242
1210601,0,75.181808
1210701,0,74.181793
1210801,0,82.545418
1210901,0,79.636345
1211001,0,76.999977
1211101,0,83.272697
1211201,0,75.090889
1211301,0,64.727264
1211401,0,102.363571
1211501,0,74.181793
1211601,0,78.181793
1211701,0,73.090889
1211801,0,74.999977
1211901,0,68.363617
1212001,0,84.363602
1212101,0,81.090874
1212201,0,77.181793
1212301,0,62.181820
1212401,0,76.181808
1212501,0,71.636353
1212601,0,107.909027
1212701,0,80.727242
1212801,0,73.818169
1212901,0,69.454529
1213001,0,73.636345
1213101,0,74.909081
1213201,0,66.909081
1213301,0,70.545433
1213401,0,84.727242
1213501,0,69.818169
1213601,0,84.727264
1213701,0,80.727242
1213801,0,67.909081
1213901,0,73.454521
1214001,0,82.363602
1214101,0,72.363617
1214201,0,81.909058
1214301,0,79.636330
1214401,0,83.818146
1214501,0,76.363602
1214601,0,63.727280
1214701,0,98.181755
1214801,0,77.454521
1214901,0,72.727264
1215001,0,77.727249
1215101,0,76.727242
1215201,0,75.909065
1215301,0,75.272705
1215401,0,84.181786
1215501,0,84.363586
1215601,0,77.909073
1215701,0,78.181793
1215801,0,78.454521
1215901,0,78.545418
1216001,0,89.727226
1216101,0,78.545418
1216201,0,90.454498
1216301,0,65.090904
1216401,0,74.454536
1216501,0,73.090889
1216601,0,75.999969
1216701,0,81.454506
1216801,0,74.818153
1216901,0,74.909065
1217001,0,66.818169
1217101,0,76.363609
1217201,0,73.909065
1217301,0,78.545418
1217401,0,97.272675
1217501,0,85.090866
1217601,0,74.727249
1217701,0,80.363594
1217801,0,76.818161
1217901,0,71.999977
1218001,0,85.636330
1218101,0,78.545425
1218201,0,81.545425
1218301,0,82.545418
1218401,0,116.999901
1218501,0,77.454514
1218601,0,78.545433
1218701,0,77.818153
1218801,0,64.545464
1218901,0,80.727242
1219001,0,82.636330
1219101,0,78.181793
1219201,0,86.363602
1219301,0,75.999977
1219401,0,79.181816
1219501,0,77.454521
1219601,0,80.454521
1219701,0,66.545448
1219801,0,67.090912
1219901,0,70.909065
1220001,0,75.181801
1220101,0,96.727203
1220201,0,77.727257
1220301,0,72.727249
1220401,0,77.636353
1220501,0,115.272629
1220601,0,84.545418
1220701,0,71.999992
1220801,0,86.181793
1220901,0,77.818161
1221001,0,88.545410
1221101,0,79.636322
1221201,0,70.181808
1221301,0,79.999985
1221401,0,76.545433
1221501,0,77.454514
1221601,0,72.454529
1221701,0,74.545425
1221801,0,86.090874
1221901,0,72.727257
1222001,0,75.818169
1222101,0,70.545441
1222201,0,85.909058
1222301,0,76.727249
1222401,0,82.727249
1222501,0,76.727249
1222601,0,69.818184
1222701,0,76.363617
1222801,0,77.727257
1222901,0,75.999969
1223001,0,77.454536
1223101,0,77.818153
1223201,0,75.090897
1223301,0,65.090904
1223401,0,82.909065
1223501,0,72.363617
1223601,0,82.909065
1223701,0,66.909081
1223801,0,75.090897
1223901,0,86.181786
1224001,0,79.363609
1224101,0,78.909058
1224201,0,85.636330
1224301,0,64.363632
1224401,0,74.636345
1224501,0,78.909065
1224601,0,78.181793
1224701,0,76.727242
1224801,0,83.636330
1224901,0,77.090874
1225001,0,83.272697
1225101,0,74.545433
1225201,0,68.000015
1225301,1,78.546028
1225401,0,82.999969
1225501,0,66.181808
1225601,0,84.545418
1225701,0,80.363602
1225801,0,90.909042
1225901,0,77.090881
1226001,0,75.090889
1226101,0,73.090912
1226201,0,83.545410
1226301,0,80.363609
1226401,0,73.909088
1226501,0,63.272728
1226601,0,79.545425
1226701,0,72.363617
1226801,0,109.545380
1226901,0,78.181793
1227001,0,76.999977
1227101,0,67.272713
1227201,0,63.363647
1227301,0,71.636345
1227401,0,83.363602
1227501,0,70.909073
1227601,0,75.181808
1227701,0,73.090889
1227801,0,66.000008
1227901,0,69.090889
1228001,0,82.272690
1228101,0,78.545433
1228201,0,74.272713
1228301,0,78.545425
1228401,0,77.181793
1228501,0,80.363617
1228601,0,75.090889
1228701,0,77.818146
1228801,0,85.181816
1228901,0,73.818161
1229001,0,90.272697
1229101,0,71.272705
1229201,0,75.090889
1229301,0,77.818153
1229401,0,77.272705
1229501,0,73.454514
1229601,0,74.818161
1229701,0,76.363617
1229801,0,76.727264
1229901,0,77.454521
1230001,0,81.454521
1230101,0,81.454514
1230201,0,75.545433
1230301,0,77.454514
1230401,0,78.272697
1230501,0,71.636353
1230601,0,69.272713
1230701,0,78.181786
1230801,0,74.181801
1230901,0,64.727264
1231001,0,73.727272
1231101,0,71.636345
1231201,0,77.999977
1231301,0,70.545441
1231401,0,74.636353
1231501,0,77.818146
1231601,0,106.454475
1231701,0,71.272713
1231801,0,85.636330
1231901,0,62.545456
1232001,0,73.818161
1232101,0,73.090889
1232201,0,75.636337
1232301,0,73.454521
1232401,0,77.272713
1232501,0,69.090889
1232601,0,77.818169
1232701,0,87.999962
1232801,0,74.090897
1232901,0,100.363571
1233001,0,75.545441
1233101,0,75.999969
1233201,0,81.727242
1233301,0,64.727264
1233401,0,75.454529
1233501,0,72.727257
1233601,0,94.090866
1233701,0,73.454521
1233801,0,92.818130
1233901,0,78.909065
1234001,0,79.181793
1234101,0,75.999969
1234201,0,82.363602
1234301,0,70.181801
1234401,0,83.909050
1234501,0,79.999969
1234601,0,75.454536
1234701,0,69.818169
1234801,0,77.454536
1234901,0,69.454529
1235001,0,85.999962
1235101,0,65.454536
1235201,0,77.090889
1235301,0,77.454514
1235401,0,73.999992
1235501,0,82.909050
1235601,0,67.090904
1235701,0,77.090874
1235801,0,75.181808
1235901,0,80.363602
1236001,0,70.727257
1236101,0,73.090889
1236201,0,73.909065
1236301,0,74.909065
1236401,0,83.909058
1236501,0,77.454536
1236601,0,78.999969
1236701,0,71.272705
1236801,0,78.999977
1236901,0,70.909065
1237001,0,78.363617
1237101,0,75.999992
1237201,0,82.727242
1237301,0,72.727242
1237401,0,77.909065
1237501,0,76.727242
1237601,0,98.454491
1237701,0,71.272705
1237801,0,85.909050
1237901,0,72.727249
1238001,0,76.818169
1238101,0,70.545441
1238201,0,78.454514
1238301,0,73.818161
1238401,0,71.909081
1238501,0,80.363609
1238601,0,109.363556
1238701,0,78.181793
1238801,0,70.181816
1238901,0,67.999992
1239001,0,77.090897
1239101,0,82.909050
1239201,0,75.818169
1239301,0,69.090897
1239401,0,77.636345
1239501,0,69.818169
1239601,0,78.272713
1239701,0,73.090889
1239801,0,77.909065
1239901,0,70.545441
1240001,0,77.636345
1240101,0,76.727242
1240201,0,81.818146
1240301,0,110.181740
1240401,0,76.636353
1240501,0,80.727242
1240601,0,113.181755
1240701,0,63.636356
1240801,0,70.818169
1240901,0,67.636345
1241001,0,80.636330
1241101,0,71.272713
1241201,0,80.454521
1241301,0,79.272697
1241401,0,76.272705
1241501,0,77.454521
1241601,0,83.090874
1241701,0,92.727226
1241801,0,68.909088
1241901,0,71.999977
1242001,0,74.454529
1242101,0,82.181808
1242201,0,104.727203
1242301,0,81.454521
1242401,0,71.363632
1242501,0,75.272697
1242601,0,85.090874
1242701,0,83.999969
1242801,0,76.363617
1242901,0,71.999985
1243001,0,76.999977
1243101,0,73.454521
1243201,0,74.090919
1243301,0,78.909058
1243401,0,118.909050
1243501,0,81.090874
1243601,0,95.363602
1243701,0,77.090881
1243801,0,76.090897
1243901,0,70.545441
1244001,0,77.818153
1244101,0,73.454521
1244201,0,70.818184
1244301,0,77.090874
1244401,0,67.454559
1244501,0,76.727249
1244601,0,78.363617
1244701,0,76.727242
1244801,0,84.181793
1244901,0,77.818153
1245001,0,74.272713
1245101,0,79.999969
1245201,0,81.636337
1245301,0,79.272697
1245401,0,71.818169
1245501,0,74.181801
1245601,0,83.181793
1245701,0,77.454521
1245801,0,55.727283
1245901,0,75.272705
1246001,0,75.999977
1246101,0,71.999977
1246201,0,83.636322
1246301,0,78.909058
1246401,0,72.272713
1246501,0,75.999969
1246601,0,106.454498
1246701,0,78.181793
1246801,0,108.090851
1246901,0,77.090874
1247001,0,90.909050
1247101,0,67.636353
1247201,0,78.090881
1247301,0,76.363609
1247401,0,79.272697
1247501,0,103.999931
1247601,0,77.727242
1247701,0,73.090881
1247801,0,73.818169
1247901,0,67.999992
1248001,0,74.727280
1248101,0,93.454475
1248201,0,94.999947
1248301,0,71.272705
1248401,0,82.363594
