s,k,time
462901,0,77.454453
463001,0,75.363556
463101,0,69.454491
463201,0,76.818100
463301,0,70.181755
463401,0,77.999916
463501,0,77.818092
463601,0,81.545341
463701,0,75.999908
463801,0,78.636269
463901,0,76.363533
464001,0,76.818108
464101,0,73.454491
464201,0,74.909012
464301,0,73.454460
464401,0,77.272629
464501,0,73.454460
464601,0,77.727180
464701,0,67.636307
464801,0,79.727180
464901,0,71.636276
465001,0,77.999908
465101,0,71.999924
465201,0,78.090828
465301,0,70.909119
465401,0,80.272614
465501,0,72.363548
465601,0,75.454460
465701,0,88.727081
465801,0,73.818130
465901,0,73.818108
466001,0,78.454468
466101,0,70.909042
466201,0,77.818092
466301,0,76.727180
466401,0,74.999931
466501,0,71.272652
466601,0,74.545403
466701,0,77.818077
466801,0,71.545403
466901,0,69.818214
467001,0,82.636284
467101,0,81.090851
467201,0,81.818069
467301,0,74.909004
467401,0,97.727142
467501,0,77.454453
467601,0,78.454475
467701,0,71.999931
467801,0,74.363564
467901,0,85.818031
468001,0,84.636261
468101,0,80.363510
468201,0,75.727188
468301,0,98.545235
468401,0,70.909042
468501,0,95.636139
468601,0,66.454521
468701,0,65.818146
468801,0,75.909027
468901,0,75.272644
469001,0,75.636292
469101,0,81.818047
469201,0,75.727196
469301,0,66.181770
469401,0,79.181740
469501,0,75.272697
469601,0,69.090858
469701,0,77.090813
469801,0,84.090767
469901,0,72.363564
470001,0,79.090889
470101,0,74.181755
470201,0,74.909004
470301,0,73.454475
470401,0,70.636330
470501,0,70.909019
470601,0,77.727219
470701,0,78.908981
470801,0,76.727211
470901,0,71.636292
471001,0,72.909042
471101,0,72.727203
471201,0,77.545403
471301,0,85.454414
471401,0,60.272762
471501,0,73.090820
471601,0,84.454414
471701,0,70.181770
471801,0,81.908974
471901,0,85.090752
472001,0,73.454475
472101,0,71.272644
472201,0,95.636154
472301,0,79.272614
472401,0,71.545387
472501,0,77.090813
472601,0,74.272667
472701,0,73.454468
472801,0,71.909027
472901,0,98.908859
473001,0,76.454460
473101,0,72.363594
473201,0,101.272507
473301,0,72.363579
473401,0,81.181709
473501,0,95.999786
473601,0,87.545334
473701,0,69.818123
473801,0,83.545334
473901,0,78.545349
474001,0,84.908966
474101,0,77.090790
474201,0,78.363541
474301,0,74.545357
474401,0,77.545364
474501,0,71.272675
474601,0,73.818108
474701,0,79.636246
474801,0,78.363533
474901,0,74.181747
475001,0,89.272675
475101,0,79.272644
475201,0,80.090820
475301,0,82.908989
475401,0,78.272636
475501,0,84.727142
475601,0,76.454475
475701,0,78.908981
475801,0,75.363579
475901,0,79.636253
476001,0,79.454445
476101,0,73.818085
476201,0,82.272697
476301,0,76.727165
476401,0,75.454506
476501,0,77.454475
476601,0,92.909012
476701,0,78.545364
476801,0,92.999931
476901,0,168.363464
477001,0,98.272614
477101,0,78.545349
477201,0,109.272438
477301,0,71.272652
477401,0,76.363556
477501,0,69.818115
477601,0,98.636238
477701,0,82.181686
477801,0,74.272682
477901,0,78.181786
478001,0,76.909065
478101,0,74.545372
478201,0,85.909004
478301,0,74.181755
478401,0,82.272636
478501,0,78.908974
478601,0,90.908943
478701,0,62.181801
478801,0,82.727196
478901,0,70.181778
479001,0,75.272682
479101,0,79.272614
479201,0,85.090797
479301,0,77.454498
479401,0,74.090851
479501,0,72.363579
479601,0,68.636330
479701,0,78.181702
479801,0,75.181770
479901,0,74.909004
480001,0,84.090813
480101,1,75.636765
480201,0,86.181709
480301,0,62.909092
480401,0,77.818123
480501,0,69.090866
480601,0,74.454498
480701,0,78.181709
480801,0,75.272690
480901,0,76.363541
481001,0,84.454498
481101,0,70.181747
481201,0,81.181732
481301,0,77.454437
481401,0,87.818047
481501,0,79.999886
481601,0,78.999893
481701,0,78.545364
481801,0,110.726997
481901,0,73.090836
482001,0,78.454475
482101,0,78.181717
482201,0,78.999924
482301,0,79.272629
482401,0,77.999924
482501,0,75.636292
482601,0,75.818123
482701,0,75.636276
482801,0,70.272697
482901,0,83.272675
483001,0,76.818115
483101,0,79.272614
483201,0,84.908981
483301,0,78.545380
483401,0,80.090813
483501,0,75.999931
483601,0,74.999962
483701,0,67.272690
483801,0,76.454468
483901,0,73.454468
484001,0,76.909027
484101,0,77.818108
484201,0,112.181526
484301,0,66.181793
484401,0,85.545357
484501,0,98.181610
484601,0,77.999924
484701,0,70.909027
484801,0,81.999908
484901,0,74.545380
485001,0,100.727081
485101,0,74.545364
485201,0,79.181747
485301,0,66.909058
485401,0,76.545403
485501,0,76.363541
485601,0,76.727219
485701,0,66.909081
485801,0,76.999969
485901,0,77.090813
486001,0,82.999908
486101,0,68.363594
486201,0,84.909004
486301,0,79.636261
486401,0,89.090813
486501,0,78.908981
486601,0,75.999939
486701,0,73.818100
486801,0,88.545364
486901,0,71.636299
487001,0,81.909004
487101,0,77.454460
487201,0,83.363541
487301,0,66.909065
487401,0,86.272606
487501,0,68.363579
487601,0,67.545464
487701,0,70.181770
487801,0,79.909019
487901,0,67.272675
488001,0,78.181755
488101,0,74.545372
488201,0,65.181854
488301,0,73.818130
488401,0,75.636314
488501,0,69.818130
488601,0,76.090858
488701,0,75.636261
488801,0,77.363579
488901,0,72.363556
489001,0,77.181763
489101,0,77.454445
489201,0,78.818123
489301,0,69.454498
489401,0,75.818169
489501,0,75.999924
489601,0,67.818192
489701,0,71.999931
489801,0,78.181755
489901,0,71.999931
490001,0,83.908989
490101,0,82.181694
490201,0,96.545288
490301,0,95.636162
490401,0,77.090858
490501,1,71.275253
490601,0,86.636223
490701,0,80.363510
490801,0,77.545395
490901,0,77.090851
491001,0,80.181725
491101,0,75.272636
491201,0,74.727219
491301,0,74.909027
491401,0,86.090813
491501,0,76.727188
491601,0,90.272614
491701,0,89.090790
491801,1,807.086365
491901,0,68.363594
492001,0,92.272591
492101,0,65.818146
492201,0,92.727127
492301,0,72.727196
492401,0,71.727234
492501,0,82.908966
492601,0,80.181717
492701,0,70.545395
492801,0,75.363579
492901,2,72.363770
493001,0,70.636345
493101,0,86.908928
493201,0,67.454529
493301,0,75.272644
493401,0,75.999931
493501,0,71.272675
493601,0,75.999962
493701,0,71.999931
493801,0,78.999916
493901,0,82.908958
494001,0,110.272453
494101,0,73.454468
494201,0,85.181732
494301,0,73.090866
494401,0,79.999916
494501,0,72.363556
494601,0,74.909027
494701,0,70.909027
494801,0,84.454445
494901,0,70.545403
495001,0,85.818062
495101,0,71.636292
495201,0,77.545403
495301,0,77.454445
495401,0,67.909088
495501,0,78.909012
495601,0,80.363586
495701,0,84.727119
495801,0,84.818062
495901,0,69.818123
496001,0,117.272461
496101,1,77.455170
496201,0,76.636337
496301,0,78.908997
496401,0,83.909004
496501,0,79.999893
496601,0,77.272667
496701,0,78.181709
496801,0,74.363602
496901,0,63.636375
497001,0,84.181717
497101,0,83.999870
497201,0,83.545357
497301,0,82.181694
497401,0,70.363617
497501,0,72.727196
497601,0,75.727226
497701,1,81.092400
497801,0,84.454460
497901,0,76.727203
498001,0,101.454346
498101,0,81.090828
498201,0,79.545403
498301,0,76.363556
498401,0,79.636299
498501,0,69.818130
498601,0,83.727173
498701,0,75.999916
498801,0,76.454498
498901,0,65.090889
499001,0,83.454460
499101,0,78.181717
499201,0,86.908989
499301,0,68.727242
499401,0,76.636345
499501,0,77.818092
499601,0,83.090828
499701,0,77.454475
499801,0,123.272415
499901,0,70.545403
500001,0,92.363503
500101,0,69.454498
500201,0,76.454506
500301,0,79.999886
500401,0,76.909027
500501,0,79.999886
500601,0,83.090813
500701,0,70.909004
500801,0,84.272629
500901,0,65.090881
501001,0,66.909073
501101,0,73.818108
501201,0,76.727219
501301,0,76.727180
501401,0,84.181740
501501,0,78.908966
501601,0,68.818184
501701,0,71.999931
501801,0,83.545349
501901,0,70.909012
502001,0,77.363541
502101,0,69.454498
502201,0,83.272629
502301,0,65.090881
502401,0,64.545479
502501,0,71.272667
502601,0,74.909050
502701,0,71.636322
502801,0,77.999947
502901,0,78.908989
503001,0,76.363571
503101,1,67.273064
503201,0,84.818085
503301,0,71.999947
503401,0,85.363503
503501,0,71.999947
503601,0,76.545380
503701,0,83.636269
503801,1,538.088135
503901,0,82.545341
504001,0,70.363602
504101,0,72.727226
504201,0,75.454491
504301,0,77.818062
504401,0,85.818069
504501,0,72.363556
504601,0,84.090805
504701,0,82.545319
504801,0,67.454613
504901,0,78.909042
505001,0,78.181755
505101,0,66.909050
505201,0,70.181801
505301,0,65.454529
505401,0,77.181763
505501,0,77.818085
505601,0,68.090919
505701,0,80.727150
505801,0,81.090828
505901,0,79.636238
506001,0,76.363594
506101,0,82.181694
506201,0,78.272659
506301,0,80.727158
506401,0,87.363579
506501,0,73.090843
506601,0,76.636322
506701,0,79.999886
506801,0,84.908974
506901,0,80.363533
507001,0,91.818047
507101,0,77.090813
507201,0,76.727203
507301,0,73.090843
507401,0,84.908989
507501,0,80.727150
507601,0,77.636299
507701,0,65.454536
507801,0,79.181770
507901,0,71.999947
508001,0,90.545349
508101,0,75.999931
508201,0,85.181717
508301,0,75.999931
508401,0,70.545456
508501,0,80.363525
508601,0,75.272697
508701,0,79.636261
508801,0,76.363579
508901,0,75.272636
509001,0,83.908997
509101,0,65.818146
509201,0,76.272682
509301,0,80.363541
509401,0,70.090881
509501,0,75.272659
509601,0,99.272537
509701,0,68.727226
509801,0,118.636040
509901,0,73.090836
510001,0,76.454483
510101,0,71.272667
510201,0,79.363579
510301,0,79.999886
510401,0,75.909050
510501,0,66.545418
510601,0,78.272675
510701,0,80.727165
510801,0,76.272652
510901,0,78.908989
511001,0,109.727020
511101,0,78.908989
511201,0,75.636383
511301,0,81.818062
511401,0,84.545341
511501,0,74.181755
511601,0,79.999893
511701,0,80.727173
511801,0,76.363579
511901,0,72.727219
512001,0,84.545403
512101,0,71.999939
512201,0,78.181770
512301,0,80.363518
512401,0,108.999763
512501,0,79.272636
512601,0,79.999908
512701,0,72.363586
512801,0,76.636299
512901,0,70.909035
513001,0,83.545380
513101,0,71.636284
513201,0,83.727165
513301,0,74.909019
513401,0,87.818062
513501,0,74.909019
513601,0,76.090843
513701,0,77.090820
513801,0,69.909088
513901,0,64.727242
514001,0,70.545509
514101,0,67.272697
514201,0,75.272697
514301,0,78.181740
514401,0,75.727196
514501,0,79.999908
514601,0,75.727226
514701,0,73.454475
514801,0,76.727226
514901,0,86.545303
515001,0,83.272636
515101,0,73.454475
515201,0,94.181664
515301,0,71.272675
515401,0,74.999931
515501,0,73.818115
515601,0,85.727173
515701,0,72.363571
515801,0,75.181778
515901,0,79.999893
516001,0,83.818108
516101,0,74.909050
516201,0,79.545403
516301,0,80.363533
516401,0,86.272606
516501,0,76.727219
516601,0,99.181641
516701,0,88.727135
516801,0,107.454323
516901,0,82.181709
517001,0,77.545410
517101,0,77.818108
517201,0,77.999954
517301,0,69.818146
517401,0,77.818146
517501,0,81.454437
517601,0,82.363571
517701,0,69.090858
517801,0,76.545410
517901,0,68.727226
518001,0,76.090866
518101,0,77.090828
518201,0,87.272614
518301,0,76.727180
518401,0,89.090820
518501,0,72.363579
518601,0,76.909035
518701,0,73.454491
518801,0,74.272713
518901,0,63.999962
519001,0,82.818115
519101,0,78.181725
519201,0,87.090813
519301,0,62.909084
519401,0,82.454468
519501,0,66.909073
519601,0,84.999924
519701,0,67.272697
519801,0,76.090874
519901,0,72.363579
520001,0,77.181755
520101,0,85.818047
520201,0,80.727180
520301,0,106.908836
520401,0,76.909004
520501,0,75.999916
520601,0,81.545380
520701,0,76.727180
520801,0,85.272606
520901,0,76.363556
521001,0,79.636322
521101,0,78.181732
521201,1,799.905334
521301,0,77.454445
521401,0,82.545364
521501,0,76.727180
521601,0,107.908844
521701,0,75.999901
521801,0,88.090797
521901,0,73.818123
522001,0,75.636330
522101,0,71.636330
522201,0,86.272621
522301,0,78.908989
522401,0,85.545372
522501,0,78.181709
522601,0,75.272659
522701,0,77.454460
522801,0,76.181747
522901,0,78.545357
523001,0,78.999931
523101,0,77.090813
523201,0,85.818069
523301,0,77.454460
523401,0,76.090851
523501,0,76.363533
523601,0,76.272659
523701,0,76.363602
523801,0,86.999901
523901,0,77.454498
524001,0,78.818108
524101,0,78.545380
524201,0,73.818146
524301,0,81.818115
524401,0,79.909042
524501,0,80.727211
524601,0,83.272636
524701,0,78.545357
524801,0,79.727211
524901,0,71.636345
525001,0,77.090851
525101,0,76.727180
525201,0,70.363640
525301,0,82.181717
525401,0,67.636406
525501,0,70.545418
525601,0,75.818138
525701,0,77.090805
525801,0,83.999886
525901,0,76.727180
526001,0,75.999931
526101,0,78.909004
526201,0,78.454475
526301,0,77.090828
526401,0,77.727196
526501,0,76.363548
526601,0,76.636299
526701,0,91.272552
526801,0,84.272614
526901,0,78.908989
527001,0,86.454437
527101,0,79.999901
527201,0,67.999992
527301,0,81.090790
527401,0,78.454521
527501,0,78.181747
527601,0,78.090836
527701,0,69.090874
527801,0,75.545380
527901,0,79.999908
528001,0,75.636299
528101,0,77.090813
528201,0,74.818138
528301,0,78.181732
528401,0,74.818146
528501,0,70.545448
528601,0,79.545364
528701,0,75.999908
528801,0,84.454422
528901,0,75.999924
529001,0,76.272659
529101,0,77.090828
529201,0,80.818100
529301,0,81.090797
529401,0,79.181740
529501,0,75.636276
529601,0,77.636322
529701,0,79.999886
529801,0,80.272697
529901,0,78.545364
530001,0,114.545212
530101,0,81.454430
530201,0,78.727180
530301,0,78.181717
530401,0,81.636284
530501,0,77.454460
530601,0,75.181763
530701,0,78.908989
530801,0,77.636292
530901,0,78.181717
531001,0,85.363518
531101,0,79.636261
531201,0,104.636139
531301,0,87.272591
531401,0,76.363548
531501,0,75.636284
531601,0,74.454498
531701,0,75.636284
531801,0,112.454376
531901,0,80.727219
532001,0,75.727226
532101,0,98.908890
532201,0,73.727234
532301,0,82.908966
532401,0,83.727196
532501,0,82.181725
532601,0,87.545357
532701,0,78.908997
532801,0,84.090828
532901,0,77.454453
533001,0,75.272652
533101,0,62.181820
533201,1,835.177673
533301,0,79.999901
533401,0,101.090729
533501,0,78.181732
533601,0,74.727234
533701,0,79.999893
533801,0,85.818069
533901,0,83.999870
534001,0,68.818146
534101,0,78.545364
534201,0,74.636345
534301,0,80.727142
534401,0,75.545387
534501,0,78.545357
534601,0,73.909042
534701,0,74.545380
534801,1,946.359009
534901,0,79.272644
535001,0,77.363571
535101,0,75.272652
535201,0,78.636284
535301,0,77.818085
535401,0,77.363579
535501,1,78.909286
535601,0,85.272614
535701,0,77.818085
535801,0,83.090813
535901,0,74.181793
536001,0,82.999901
536101,0,77.454445
536201,0,75.909035
536301,0,82.908989
536401,0,75.545403
536501,0,78.545349
536601,0,75.090858
536701,0,82.545341
536801,0,75.636307
536901,0,94.908928
537001,0,71.727242
537101,0,80.727203
537201,0,75.363571
537301,0,84.363510
537401,0,75.999931
537501,0,79.999901
537601,0,74.999954
537701,0,79.999901
537801,0,75.818146
537901,0,79.999886
538001,0,77.181778
538101,0,76.727196
538201,0,83.909004
538301,0,81.090813
538401,0,93.181686
538501,0,78.181717
538601,0,103.817970
538701,0,78.909027
538801,0,75.909042
538901,0,80.727165
539001,0,70.727257
539101,0,83.636238
539201,0,86.363571
539301,0,76.727180
539401,0,83.727165
539501,0,77.090820
539601,0,78.363556
539701,0,76.363571
539801,0,83.636276
539901,0,76.363625
540001,0,79.818108
540101,0,78.545372
540201,0,66.181854
540301,0,80.363541
540401,0,78.272652
540501,0,79.272652
540601,0,79.272667
540701,0,81.454453
540801,0,83.909027
540901,0,83.999908
541001,0,77.727203
541101,0,91.636200
541201,0,86.272614
541301,0,76.727226
541401,0,66.727272
541501,0,77.090820
541601,0,77.363579
541701,0,86.181686
541801,0,77.727196
541901,0,77.090820
542001,0,71.727226
542101,0,75.999908
542201,0,77.272659
542301,0,77.090843
542401,0,74.818123
542501,0,70.181770
542601,0,79.181740
542701,0,72.727211
542801,0,82.545380
542901,0,76.363548
543001,0,76.636299
543101,0,82.545349
543201,0,84.545341
543301,0,77.454468
543401,0,74.181770
543501,0,79.272636
543601,0,80.363556
543701,0,79.999908
543801,0,70.363602
543901,0,79.636261
544001,0,75.999931
544101,0,79.636261
544201,0,75.818108
544301,0,77.090851
544401,0,89.454399
544501,0,80.727219
544601,0,76.636307
544701,0,71.636345
544801,0,76.909027
544901,0,75.636284
545001,0,76.272659
545101,0,70.181778
545201,0,76.909088
545301,0,78.545349
545401,0,83.181732
545501,0,72.727211
545601,0,70.181793
545701,0,79.272636
545801,0,82.090828
545901,0,77.090836
546001,0,77.636299
546101,0,77.090828
546201,0,73.636337
546301,0,78.181732
546401,0,75.818123
546501,0,78.545364
546601,0,66.818161
546701,0,76.727203
546801,0,75.090874
546901,0,87.636284
547001,0,86.181709
547101,0,78.545341
547201,0,75.181770
547301,0,81.090813
547401,0,85.545341
547501,0,77.454460
547601,0,86.181732
547701,0,75.636284
547801,0,80.545380
547901,0,78.181732
548001,0,75.909019
548101,0,77.454460
548201,0,84.090805
548301,0,79.636276
548401,0,109.727074
548501,0,76.727188
548601,0,76.545380
548701,0,78.545380
548801,0,76.909035
548901,1,104.000122
549001,0,72.909073
549101,0,77.818100
549201,0,78.090858
549301,0,78.908997
549401,0,78.454491
549501,0,76.727180
549601,0,75.909027
549701,0,83.636238
549801,0,74.090866
549901,0,78.909004
550001,0,83.909004
550101,0,77.818092
550201,0,83.454460
550301,0,78.545372
550401,0,82.363556
550501,0,83.272675
550601,0,74.818146
550701,0,85.090790
550801,0,77.727219
550901,0,75.999931
551001,0,74.909050
551101,0,79.272614
551201,0,75.454498
551301,0,78.909004
551401,0,76.818138
551501,0,78.908989
551601,0,81.999931
551701,0,77.818092
551801,0,78.727203
551901,0,77.090828
552001,0,87.818077
552101,0,79.636261
552201,0,71.090889
552301,0,77.454468
552401,0,70.636337
552501,0,78.181732
552601,0,74.727219
552701,0,77.818092
552801,0,75.454521
552901,0,77.818085
553001,0,75.818146
553101,0,81.818077
553201,0,81.272636
553301,0,80.727173
553401,0,77.545380
553501,0,82.181709
553601,0,84.545357
553701,0,83.999886
553801,0,78.999924
553901,0,77.090843
554001,0,70.181808
554101,0,76.727196
554201,0,74.636314
554301,0,89.454414
554401,0,70.727242
554501,0,78.545364
554601,0,77.090858
554701,0,89.454414
554801,0,76.636292
554901,0,76.727203
555001,0,75.181770
555101,0,72.727203
555201,0,82.545357
555301,0,81.454453
555401,0,78.545403
555501,0,76.727180
555601,0,70.454514
555701,0,76.363571
555801,0,76.909027
555901,0,78.545403
556001,0,78.636299
556101,0,76.363556
556201,0,77.272682
556301,0,88.363503
556401,0,88.454414
556501,0,78.181725
556601,0,86.181702
556701,0,76.727188
556801,0,79.909027
556901,0,93.454445
557001,0,72.545441
557101,0,87.636284
557201,0,89.181709
557301,0,81.454483
557401,0,101.272575
557501,0,85.818077
557601,0,92.727119
557701,0,79.999908
557801,0,87.363533
557901,0,77.090836
558001,0,74.363571
558101,0,77.090828
558201,0,77.272675
558301,0,71.999947
558401,0,77.999947
558501,0,79.999924
558601,0,74.818123
558701,0,78.545357
558801,0,79.363533
558901,0,79.636269
559001,0,76.181816
559101,0,76.727211
559201,0,74.818153
559301,0,75.999931
559401,0,84.727150
559501,0,79.636276
559601,0,77.090843
559701,0,86.181709
559801,0,82.636299
559901,0,81.818069
560001,0,77.181786
560101,0,79.636261
560201,0,74.727219
560301,0,79.999916
560401,0,82.636261
560501,0,74.545380
560601,0,80.181755
560701,0,76.727188
560801,0,79.909012
560901,0,90.545319
561001,0,66.727264
561101,0,75.272652
561201,0,75.909019
561301,0,76.363556
561401,0,74.727242
561501,0,74.909019
561601,0,74.999931
561701,0,78.908989
561801,0,76.454475
561901,0,103.636154
562001,0,85.545357
562101,0,76.363556
562201,0,77.636307
562301,0,78.181732
562401,0,77.545403
562501,0,78.181709
562601,0,77.090828
562701,0,77.818085
562801,0,84.818085
562901,0,77.454468
563001,0,75.272675
563101,0,71.999947
563201,0,87.999901
563301,0,78.908997
563401,0,79.090836
563501,0,76.363556
563601,0,76.727203
563701,0,78.181732
563801,0,69.545425
563901,0,81.090805
564001,0,78.636299
564101,0,102.545258
564201,0,75.454483
564301,0,76.727180
564401,0,83.272636
564501,0,77.818092
564601,0,76.999954
564701,0,103.999802
564801,0,79.090828
564901,0,79.636269
565001,0,76.363586
565101,0,69.818130
565201,0,94.908958
565301,0,83.999908
565401,0,85.545364
565501,0,90.545372
565601,0,88.454460
565701,0,87.999855
565801,0,74.181763
565901,0,95.272560
566001,0,108.545212
566101,0,75.636314
566201,0,58.181889
566301,0,76.363556
566401,0,80.636284
566501,0,67.272697
566601,0,79.272652
566701,0,75.999947
566801,0,110.181587
566901,0,79.272644
567001,0,75.818138
567101,0,79.272636
567201,0,78.363564
567301,0,76.363571
567401,0,83.090805
567501,0,75.999924
567601,0,82.181763
567701,0,78.909004
567801,0,75.727249
567901,0,76.727203
568001,0,77.090836
568101,0,76.363556
568201,0,74.999947
568301,0,79.272636
568401,0,75.272720
568501,0,76.363556
568601,0,74.636383
568701,0,79.272675
568801,0,73.818146
568901,0,78.908997
569001,0,79.636299
569101,0,86.545341
569201,1,1011.540833
569301,0,80.363556
569401,0,80.545425
569501,0,86.908974
569601,0,68.999977
569701,0,83.272636
569801,0,75.363586
569901,0,66.909065
570001,0,84.090828
570101,0,69.818138
570201,0,76.545410
570301,0,77.454460
570401,0,75.727219
570501,0,75.636337
570601,0,79.363586
570701,0,79.272636
570801,0,74.909065
570901,0,77.090828
571001,0,83.363548
571101,0,75.999924
571201,0,68.909073
571301,0,76.363556
571401,0,76.181763
571501,0,77.454475
571601,0,75.545418
571701,0,78.545364
571801,0,79.727203
571901,0,77.454460
572001,0,73.727219
572101,0,79.272636
572201,0,76.636299
572301,0,80.727188
572401,0,76.999962
572501,0,80.363556
572601,0,71.545425
572701,0,80.727188
572801,0,77.727219
572901,0,81.090820
573001,0,74.636307
573101,0,71.999947
573201,0,75.818115
573301,0,81.818108
573401,0,78.454514
573501,0,94.181694
573601,0,80.181755
573701,0,80.727226
573801,0,68.545441
573901,0,85.090813
574001,0,75.363609
574101,0,77.454468
574201,0,77.363609
574301,0,77.090843
574401,0,74.545418
574501,0,82.181732
574601,0,75.090851
574701,0,76.363556
574801,0,67.636360
574901,0,77.818100
575001,0,78.545403
575101,0,76.727249
575201,0,82.909004
575301,0,78.545372
575401,0,70.909073
575501,0,62.545448
575601,0,75.818138
575701,0,76.363548
575801,0,76.818123
575901,0,76.727226
576001,0,80.181770
576101,0,79.999893
576201,0,74.999969
576301,0,76.727196
576401,0,79.727196
576501,0,77.090828
576601,0,76.636299
576701,0,76.363571
576801,0,76.636307
576901,0,95.272552
577001,0,74.454498
577101,0,76.363556
577201,0,75.636345
577301,0,81.090813
577401,0,74.545403
577501,0,79.999908
577601,0,75.272682
577701,0,78.545341
577801,0,73.272705
577901,0,74.181801
578001,0,76.181793
578101,0,62.545467
578201,0,78.454475
578301,0,103.272530
578401,0,74.999962
578501,0,79.272636
578601,0,77.909019
578701,0,75.272659
578801,0,76.545418
578901,0,84.727158
579001,0,87.272644
579101,0,77.818108
579201,0,75.999947
579301,0,77.818123
579401,0,73.636337
579501,1,80.000145
579601,0,75.181770
579701,0,75.999924
579801,0,73.999954
579901,0,71.272736
580001,0,66.000015
580101,0,81.818092
580201,0,69.181786
580301,0,78.181740
580401,0,83.272636
580501,0,77.090851
580601,0,74.818123
580701,0,82.908997
580801,0,77.272652
580901,0,79.272636
581001,0,75.545418
581101,0,78.545380
581201,0,68.636345
581301,0,78.909019
581401,0,82.727203
581501,0,76.363571
581601,0,74.999954
581701,0,102.545288
581801,0,83.727196
581901,0,89.090790
582001,0,78.090828
582101,0,75.999916
582201,0,75.818184
582301,0,77.454460
582401,0,67.727257
582501,0,68.363602
582601,0,75.727219
582701,0,79.272636
582801,1,951.995728
582901,0,77.818108
583001,0,81.636269
583101,0,103.636162
583201,0,74.545410
583301,0,76.727211
583401,0,76.727211
583501,0,80.727180
583601,0,75.636314
583701,0,79.272652
583801,0,76.272667
583901,0,79.999939
584001,0,75.727219
584101,0,77.090828
584201,0,76.363586
584301,0,72.727219
584401,0,113.545242
584501,1,78.182007
584601,0,76.909027
584701,0,65.818161
584801,0,75.090858
584901,0,80.727165
585001,0,78.727226
585101,0,77.818115
585201,0,109.363426
585301,0,70.545410
585401,0,98.272575
585501,0,69.090874
585601,0,75.636322
585701,0,77.090828
585801,0,82.363571
585901,0,80.363564
586001,0,82.363556
586101,0,71.636330
586201,0,89.727180
586301,0,80.363548
586401,0,75.636322
586501,0,78.545380
586601,0,82.636276
586701,0,77.818123
586801,0,70.818169
586901,0,63.636375
587001,0,75.818130
587101,0,75.636299
587201,0,80.818108
587301,0,70.181831
587401,0,80.999939
587501,0,69.090866
587601,0,80.181755
587701,0,77.818108
587801,0,85.090820
587901,0,93.454376
588001,0,86.727180
588101,0,77.454475
588201,0,78.454483
588301,0,80.363556
588401,0,78.636292
588501,0,72.727226
588601,0,69.909088
588701,0,95.999847
588801,0,78.727226
588901,0,78.545395
589001,0,76.363594
589101,0,75.636299
589201,0,76.090874
589301,0,77.818092
589401,0,77.363609
589501,0,78.181740
589601,0,86.090836
589701,0,79.272667
589801,0,77.454521
589901,0,82.545387
590001,0,80.909027
590101,0,79.272636
590201,0,83.727219
590301,0,84.363556
590401,0,81.272675
590501,0,78.181755
590601,0,75.454498
590701,0,75.999924
590801,0,77.454498
590901,0,72.727203
591001,0,87.272644
591101,0,75.272659
591201,0,83.181770
591301,0,77.818108
591401,0,78.090866
591501,0,77.090843
591601,0,76.363602
591701,0,72.363579
591801,0,85.272659
591901,0,77.090828
592001,0,75.090874
592101,0,94.545311
592201,0,86.181732
592301,0,75.999931
592401,0,75.545403
592501,0,79.272636
592601,0,76.999947
592701,0,78.181732
592801,0,83.363556
592901,0,64.727303
593001,0,85.272636
593101,0,92.727119
593201,0,75.999947
593301,0,78.545380
593401,0,75.000000
593501,0,78.545380
593601,0,75.272728
593701,0,79.636284
593801,0,85.454445
593901,0,77.818092
594001,0,62.363651
594101,0,77.818108
594201,0,105.818001
594301,0,77.818108
594401,0,92.999893
594501,0,78.909004
594601,0,79.818115
594701,0,81.090828
594801,0,83.636269
594901,0,77.818108
595001,0,96.454414
595101,0,78.909004
595201,0,70.909058
595301,0,78.909012
595401,0,79.454483
595501,0,87.999870
595601,0,83.999931
595701,0,77.454468
595801,0,81.090851
595901,0,77.818108
596001,0,77.909027
596101,0,77.818123
596201,0,68.909065
596301,0,76.727226
596401,0,84.727196
596501,0,78.909004
596601,0,79.454491
596701,0,78.545380
596801,0,57.272770
596901,0,75.999916
597001,0,76.545418
597101,0,76.363564
597201,0,86.181740
597301,0,80.727173
597401,0,79.090843
597501,0,77.454475
597601,0,69.727264
597701,0,75.272675
597801,0,86.909004
597901,0,78.545380
598001,0,71.909050
598101,0,83.636269
598201,0,84.363556
598301,0,91.272598
598401,0,87.454468
598501,0,67.999969
598601,0,84.909050
598701,0,79.272652
598801,0,76.999947
598901,0,77.454468
599001,0,82.545380
599101,0,78.545364
599201,0,78.090881
599301,0,77.090836
599401,0,77.181801
599501,0,78.545372
599601,0,78.909050
599701,0,77.090881
599801,1,3327.711670
599901,0,81.454460
600001,0,81.363586
600101,0,78.181755
600201,0,111.999825
600301,0,77.090843
600401,0,84.090836
600501,0,79.272636
600601,0,76.727219
600701,0,77.818108
600801,0,89.272667
600901,0,82.545357
601001,0,76.090874
601101,0,77.090843
601201,0,79.181755
601301,0,77.454475
601401,0,77.454498
601501,0,77.090820
601601,0,92.090797
601701,0,77.454475
601801,0,89.454460
601901,0,79.636276
602001,0,75.090881
602101,0,78.181747
602201,0,75.454491
602301,0,70.909042
602401,0,81.363579
602501,0,78.545372
602601,0,76.181755
602701,0,78.181732
