1,9233,51.768898
2,7956,52.679760
4,534,56.881504
8,250,83.884827
16,122,158.678131
32,76,180.930862
64,39,227.663223
128,21,177.974518
256,17,144.639511
512,13,170.872742
1024,3,102.658310
2048,2,114.084320
4096,0,89.277458
8192,0,99.952057
16384,1,89.917976
32768,0,71.681786
65536,0,71.999359
131072,0,94.280739
262144,0,67.839973
524288,0,70.079979
1048576,0,73.279984
2097152,0,64.199997
